time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
2.96;videos/cuts_test/50wtf3.mp4;fall;(561.0, 226.12);(567.0, 217.5);(560.0, 217.38);(595.0, 214.75);(573.5, 214.88);(615.0, 259.5);(572.0, 249.25);(629.0, 210.25);(576.0, 218.5);(610.0, 176.75);(577.5, 189.25);(556.0, 368.5);(515.0, 353.0);(589.5, 439.25);(452.25, 405.5);(522.0, 440.0);(394.5, 435.75)
3.0;videos/cuts_test/50wtf3.mp4;fall;(582.0, 253.0);(590.0, 245.12);(580.5, 243.38);(615.0, 243.25);(593.0, 244.75);(631.0, 290.0);(600.5, 274.0);(648.0, 260.5);(621.5, 254.88);(647.0, 209.5);(636.0, 218.75);(561.0, 394.25);(524.0, 371.75);(586.0, 456.5);(445.75, 404.75);(533.0, 445.75);(386.75, 436.5)
3.04;videos/cuts_test/50wtf3.mp4;fall;(604.0, 282.0);(611.0, 273.75);(604.0, 273.0);(640.5, 274.0);(616.5, 277.0);(644.5, 328.5);(617.0, 312.75);(655.0, 310.25);(623.0, 312.0);(661.0, 261.5);(642.0, 275.0);(559.0, 406.0);(529.0, 381.0);(585.5, 454.0);(454.75, 398.5);(523.5, 448.0);(386.5, 430.0)
3.09;videos/cuts_test/50wtf3.mp4;fall;(628.0, 306.5);(637.5, 300.0);(632.0, 298.5);(662.5, 312.25);(654.0, 308.25);(652.0, 367.5);(648.0, 350.25);(673.0, 366.5);(644.0, 341.5);(686.0, 304.25);(681.0, 303.5);(558.0, 408.25);(561.5, 395.25);(468.25, 401.5);(472.5, 397.0);(383.75, 409.0);(390.0, 416.0)
3.13;videos/cuts_test/50wtf3.mp4;fall;(644.5, 345.5);(653.5, 341.0);(647.5, 338.0);(678.5, 351.75);(666.0, 346.25);(680.5, 404.0);(648.5, 375.0);(691.0, 438.0);(630.5, 382.25);(701.0, 364.5);(649.0, 352.5);(593.5, 431.25);(571.5, 401.75);(586.0, 434.0);(494.0, 391.75);(513.5, 439.5);(404.0, 384.75)
3.17;videos/cuts_test/50wtf3.mp4;fall;(670.0, 380.75);(681.5, 381.5);(677.5, 373.25);(701.0, 399.5);(687.0, 377.25);(687.0, 432.5);(668.5, 393.75);(716.5, 462.5);(680.0, 397.0);(723.0, 398.5);(689.5, 368.5);(600.0, 441.5);(587.0, 404.75);(576.0, 431.5);(510.0, 380.5);(481.5, 423.25);(429.75, 349.5)
3.21;videos/cuts_test/50wtf3.mp4;fallen;(703.5, 416.5);(708.0, 420.5);(713.5, 413.25);(717.0, 435.25);(724.5, 414.25);(723.5, 434.5);(708.0, 408.5);(735.5, 452.75);(708.0, 405.75);(728.5, 450.0);(733.5, 416.0);(620.5, 430.25);(615.5, 405.5);(571.5, 417.25);(551.0, 375.75);(468.25, 397.0);(475.0, 360.5)
3.25;videos/cuts_test/50wtf3.mp4;fallen;(570.5, 408.0);(564.0, 406.25);(570.5, 408.5);(547.0, 405.75);(549.0, 410.75);(577.5, 409.0);(579.5, 426.75);(569.5, 403.5);(578.0, 421.25);(502.5, 368.25);(511.5, 382.0);(667.5, 424.75);(668.0, 436.25);(717.0, 436.75);(708.0, 445.0);(778.0, 431.5);(778.0, 436.5)
3.29;videos/cuts_test/50wtf3.mp4;fallen;(567.5, 380.0);(567.5, 379.0);(567.0, 382.0);(569.5, 378.25);(576.0, 397.75);(580.0, 364.0);(589.0, 425.5);(564.5, 319.75);(572.0, 426.0);(531.0, 276.75);(503.0, 393.5);(651.0, 394.0);(657.5, 427.0);(709.0, 413.25);(717.5, 441.25);(766.0, 403.5);(785.0, 436.0)
3.34;videos/cuts_test/50wtf3.mp4;fallen;(737.5, 402.0);(740.0, 409.25);(745.0, 403.0);(731.5, 430.25);(736.0, 411.25);(692.0, 434.75);(721.5, 419.5);(704.5, 446.5);(770.0, 422.5);(774.0, 432.25);(813.5, 421.0);(608.5, 409.5);(623.0, 389.5);(564.5, 410.5);(602.0, 336.0);(519.0, 356.0);(556.0, 299.5)
3.38;videos/cuts_test/50wtf3.mp4;fallen;(738.5, 396.75);(743.0, 404.0);(745.0, 396.5);(737.0, 426.0);(735.0, 403.0);(694.5, 432.5);(712.0, 411.5);(746.5, 434.0);(762.0, 422.25);(808.5, 416.25);(816.0, 409.5);(604.0, 407.0);(616.0, 384.0);(571.5, 424.75);(611.5, 338.75);(530.5, 374.5);(590.5, 287.5)
3.42;videos/cuts_test/50wtf3.mp4;fallen;(741.0, 402.0);(745.5, 409.25);(748.0, 401.5);(741.0, 428.0);(739.5, 404.5);(699.0, 431.0);(711.0, 408.75);(754.5, 433.75);(768.0, 418.5);(810.0, 411.5);(815.0, 406.25);(608.0, 408.25);(618.0, 383.0);(582.0, 422.5);(631.0, 321.0);(547.5, 368.0);(618.5, 263.75)
3.46;videos/cuts_test/50wtf3.mp4;fallen;(742.0, 418.25);(746.0, 426.25);(749.5, 415.5);(739.0, 437.5);(741.0, 407.25);(698.5, 436.0);(714.0, 404.0);(755.0, 441.75);(767.5, 416.5);(812.0, 412.0);(814.5, 403.75);(611.0, 407.5);(624.5, 378.5);(595.5, 424.5);(650.5, 337.5);(548.5, 371.5);(636.0, 265.25)
3.5;videos/cuts_test/50wtf3.mp4;fallen;(746.0, 419.0);(750.0, 426.0);(752.0, 415.0);(739.0, 436.0);(742.0, 406.75);(700.0, 436.0);(712.0, 404.5);(755.5, 444.75);(763.0, 418.0);(811.0, 415.0);(810.5, 406.5);(614.5, 410.25);(628.5, 382.75);(608.0, 421.5);(675.5, 347.5);(550.0, 377.5);(650.0, 272.25)
3.55;videos/cuts_test/50wtf3.mp4;fallen;(751.5, 413.0);(758.0, 420.5);(756.5, 409.25);(752.0, 433.75);(746.5, 405.25);(708.5, 437.0);(714.5, 404.75);(754.0, 444.75);(757.0, 409.75);(810.5, 419.0);(804.0, 412.0);(619.5, 411.0);(631.5, 384.0);(613.0, 418.5);(684.5, 354.75);(541.0, 379.5);(666.0, 280.0)
3.59;videos/cuts_test/50wtf3.mp4;fallen;(755.5, 411.0);(763.0, 420.0);(761.5, 408.5);(763.5, 439.25);(756.0, 407.5);(715.5, 439.25);(728.5, 411.0);(757.0, 439.0);(780.0, 420.0);(814.5, 421.5);(812.0, 419.75);(624.0, 412.25);(640.0, 387.0);(621.0, 422.0);(695.0, 360.5);(540.0, 384.75);(683.0, 287.0)
3.63;videos/cuts_test/50wtf3.mp4;fallen;(756.0, 409.25);(764.0, 418.0);(762.0, 406.0);(763.0, 438.0);(757.0, 405.5);(718.5, 437.75);(727.0, 410.5);(764.5, 436.5);(775.0, 421.25);(816.5, 425.5);(813.0, 424.75);(622.5, 415.5);(638.0, 391.25);(620.0, 422.5);(696.0, 369.75);(538.0, 388.75);(692.0, 299.0)
3.67;videos/cuts_test/50wtf3.mp4;fallen;(758.5, 412.25);(766.5, 421.0);(765.0, 407.5);(761.0, 438.25);(759.0, 404.75);(717.0, 435.25);(715.0, 408.75);(750.0, 437.5);(748.0, 425.0);(810.5, 429.5);(805.5, 429.0);(619.0, 416.5);(625.0, 395.5);(625.0, 427.0);(676.5, 390.5);(550.5, 394.5);(644.0, 329.25)
3.71;videos/cuts_test/50wtf3.mp4;fallen;(750.5, 416.0);(758.5, 423.5);(757.5, 410.0);(756.0, 436.25);(753.0, 402.75);(715.5, 433.25);(709.5, 406.0);(749.0, 436.75);(732.0, 425.75);(807.5, 435.25);(799.0, 433.75);(614.5, 413.75);(614.0, 392.5);(623.0, 444.5);(640.0, 421.75);(538.0, 417.0);(554.0, 385.25)
3.75;videos/cuts_test/50wtf3.mp4;fallen;(747.5, 420.75);(753.0, 427.25);(753.5, 414.25);(749.0, 438.5);(748.5, 404.25);(711.0, 436.75);(703.5, 401.75);(750.0, 438.0);(681.0, 384.5);(799.0, 434.75);(672.0, 344.75);(614.5, 419.5);(613.0, 398.75);(624.5, 458.0);(626.0, 446.5);(530.5, 440.5);(530.0, 442.25)
3.8;videos/cuts_test/50wtf3.mp4;fallen;(747.0, 422.25);(753.0, 430.0);(753.0, 415.75);(745.5, 440.5);(745.5, 404.0);(704.0, 437.75);(699.0, 400.0);(734.0, 441.0);(668.5, 383.5);(794.0, 434.25);(655.0, 357.75);(608.5, 424.0);(606.5, 400.5);(620.5, 464.5);(624.0, 448.5);(522.5, 460.75);(526.5, 461.5)
3.84;videos/cuts_test/50wtf3.mp4;fallen;(748.5, 422.5);(754.5, 427.75);(754.0, 415.0);(748.0, 431.0);(745.0, 403.5);(700.0, 428.5);(701.0, 409.25);(728.0, 438.5);(718.5, 437.0);(783.5, 425.5);(783.5, 436.25);(607.0, 419.5);(603.0, 402.0);(615.0, 457.0);(618.0, 445.75);(516.5, 457.0);(521.5, 456.0)
3.88;videos/cuts_test/50wtf3.mp4;fallen;(750.0, 421.5);(757.0, 427.25);(756.5, 414.25);(756.5, 433.5);(749.0, 401.5);(705.0, 436.0);(702.0, 407.25);(728.0, 451.25);(686.0, 416.75);(782.0, 434.0);(669.0, 404.25);(600.0, 427.5);(601.5, 407.0);(611.0, 454.25);(616.0, 442.75);(517.0, 456.25);(519.5, 453.75)
3.92;videos/cuts_test/50wtf3.mp4;fallen;(756.0, 417.0);(759.0, 422.5);(762.0, 412.25);(755.0, 424.5);(742.5, 402.75);(707.0, 430.25);(703.5, 411.25);(727.0, 448.25);(722.0, 441.5);(773.5, 427.25);(771.0, 429.25);(602.5, 416.25);(605.0, 399.25);(601.0, 452.0);(609.0, 442.5);(505.25, 459.25);(509.5, 453.0)
3.96;videos/cuts_test/50wtf3.mp4;fallen;(754.0, 423.25);(758.5, 428.75);(760.0, 416.75);(751.5, 424.5);(739.5, 401.5);(705.0, 428.0);(702.0, 409.0);(724.5, 447.0);(709.0, 436.5);(765.5, 429.5);(722.0, 431.75);(595.0, 410.75);(603.0, 393.0);(591.5, 456.0);(601.5, 446.0);(496.5, 461.25);(500.75, 457.25)
4.0;videos/cuts_test/50wtf3.mp4;fallen;(753.0, 422.75);(757.5, 428.25);(759.0, 417.5);(754.0, 428.0);(741.5, 405.5);(705.0, 427.5);(700.5, 412.5);(727.5, 434.0);(717.5, 445.5);(766.0, 418.0);(770.5, 424.75);(594.0, 415.0);(600.0, 395.25);(575.0, 453.5);(629.5, 419.5);(480.0, 463.0);(528.0, 444.75)
4.05;videos/cuts_test/50wtf3.mp4;fallen;(749.0, 424.5);(754.5, 430.0);(754.5, 418.5);(753.5, 426.25);(741.0, 406.0);(703.5, 423.75);(701.5, 414.5);(717.0, 436.5);(714.0, 445.75);(760.5, 421.5);(765.5, 424.5);(592.5, 408.0);(604.5, 397.75);(555.0, 446.5);(619.0, 427.75);(471.25, 464.25);(528.0, 451.25)
4.09;videos/cuts_test/50wtf3.mp4;fallen;(749.5, 423.0);(755.0, 427.0);(754.0, 416.5);(753.0, 422.5);(738.0, 402.75);(703.5, 419.75);(701.5, 412.5);(703.0, 446.25);(705.0, 447.75);(752.0, 425.75);(754.5, 427.5);(594.0, 403.5);(607.0, 398.0);(553.5, 446.0);(611.0, 434.5);(464.5, 463.0);(542.0, 471.25)
4.13;videos/cuts_test/50wtf3.mp4;fallen;(751.0, 419.25);(755.5, 422.25);(754.5, 412.75);(754.0, 419.0);(737.0, 404.0);(707.5, 420.5);(703.0, 414.0);(703.0, 442.75);(702.0, 447.25);(753.5, 419.75);(755.0, 420.25);(595.5, 403.5);(606.5, 400.0);(546.5, 447.0);(603.5, 443.25);(457.0, 463.75);(535.0, 483.25)
4.17;videos/cuts_test/50wtf3.mp4;fallen;(749.0, 417.75);(753.5, 421.25);(754.5, 412.5);(755.5, 419.75);(738.0, 406.0);(709.5, 421.0);(706.0, 412.5);(702.0, 443.5);(704.0, 442.0);(753.0, 416.5);(757.0, 414.5);(597.0, 405.5);(608.0, 401.5);(545.0, 445.5);(604.5, 443.75);(453.25, 463.0);(534.0, 482.0)
4.21;videos/cuts_test/50wtf3.mp4;fallen;(738.5, 422.25);(742.5, 425.5);(743.0, 419.0);(741.5, 418.75);(734.0, 408.25);(707.0, 417.75);(706.0, 406.5);(705.0, 440.0);(701.5, 432.0);(756.0, 408.5);(758.0, 411.5);(596.5, 406.25);(610.0, 401.25);(539.0, 444.5);(610.0, 444.75);(444.5, 459.75);(540.5, 480.0)
4.25;videos/cuts_test/50wtf3.mp4;fallen;(734.5, 424.5);(738.5, 428.0);(739.0, 421.75);(737.0, 420.0);(731.0, 407.5);(705.0, 418.25);(705.5, 402.25);(706.5, 441.5);(710.5, 419.75);(755.5, 406.0);(762.5, 403.5);(596.0, 406.5);(611.5, 399.25);(538.0, 444.25);(616.0, 441.5);(442.5, 459.75);(547.0, 473.5)
4.3;videos/cuts_test/50wtf3.mp4;fallen;(738.5, 420.5);(742.0, 423.5);(742.5, 417.5);(739.0, 416.75);(733.0, 403.5);(706.0, 419.25);(706.5, 398.5);(706.0, 443.25);(717.0, 410.25);(751.5, 407.25);(767.0, 397.5);(600.0, 407.75);(613.5, 398.5);(541.5, 443.25);(621.0, 439.25);(442.25, 460.5);(553.0, 473.0)
4.34;videos/cuts_test/50wtf3.mp4;fallen;(765.0, 419.0);(768.5, 421.0);(767.0, 413.25);(758.0, 414.0);(755.0, 405.25);(714.0, 425.75);(717.5, 402.25);(705.0, 443.75);(712.0, 411.0);(746.5, 407.5);(760.0, 397.5);(603.0, 409.25);(616.5, 398.75);(544.5, 443.25);(625.0, 435.25);(442.75, 460.25);(561.5, 473.0)
4.38;videos/cuts_test/50wtf3.mp4;fallen;(771.0, 421.5);(775.0, 423.5);(772.5, 414.25);(761.0, 417.0);(757.5, 406.5);(715.0, 427.75);(721.5, 401.75);(705.0, 444.5);(714.5, 406.75);(744.5, 408.5);(757.0, 393.25);(603.0, 409.0);(618.5, 398.5);(541.0, 444.0);(629.5, 436.25);(440.75, 459.25);(569.0, 476.0)
4.42;videos/cuts_test/50wtf3.mp4;fallen;(763.0, 421.25);(766.5, 423.5);(765.0, 414.5);(752.0, 418.25);(755.5, 406.25);(713.0, 426.5);(722.0, 402.0);(705.5, 444.5);(716.5, 406.0);(748.0, 404.5);(753.0, 390.0);(599.5, 407.25);(617.0, 398.5);(533.5, 443.75);(633.5, 435.5);(437.75, 458.25);(584.0, 479.5)
4.46;videos/cuts_test/50wtf3.mp4;fallen;(751.0, 418.25);(756.0, 422.0);(753.0, 411.0);(747.5, 423.75);(745.0, 403.0);(710.0, 426.75);(718.5, 401.5);(705.5, 445.75);(716.5, 405.75);(747.0, 410.5);(750.0, 386.0);(599.0, 406.5);(618.5, 397.75);(531.5, 443.75);(638.0, 435.75);(435.75, 457.25);(593.5, 480.0)
4.5;videos/cuts_test/50wtf3.mp4;fallen;(750.5, 419.0);(755.0, 422.25);(752.0, 412.0);(742.0, 423.0);(744.5, 403.5);(709.5, 423.5);(717.0, 405.25);(703.0, 445.0);(710.0, 417.5);(746.5, 407.25);(746.5, 398.5);(596.5, 403.0);(616.0, 397.5);(528.0, 445.25);(641.5, 437.5);(433.25, 455.0);(596.0, 483.0)
4.55;videos/cuts_test/50wtf3.mp4;fallen;(749.0, 421.0);(753.0, 424.25);(751.0, 414.25);(741.0, 424.75);(747.5, 405.25);(710.0, 423.25);(718.0, 407.25);(701.0, 445.5);(706.5, 422.0);(744.5, 407.25);(742.5, 402.5);(597.5, 402.5);(617.5, 398.0);(530.0, 445.75);(646.0, 438.75);(433.25, 454.5);(598.0, 483.5)
4.59;videos/cuts_test/50wtf3.mp4;fallen;(750.0, 419.25);(754.0, 422.75);(752.5, 412.5);(740.0, 423.75);(745.5, 404.5);(707.0, 422.75);(714.0, 409.5);(700.0, 444.5);(704.5, 428.5);(741.0, 405.0);(743.0, 408.5);(597.0, 401.0);(616.5, 397.5);(533.0, 445.0);(650.0, 438.5);(433.75, 453.0);(604.0, 482.0)
4.63;videos/cuts_test/50wtf3.mp4;fallen;(751.0, 420.75);(755.0, 424.5);(753.5, 414.0);(740.5, 425.25);(746.0, 404.25);(706.0, 422.5);(714.0, 407.25);(699.0, 446.5);(703.5, 425.5);(741.5, 410.75);(740.0, 404.75);(597.0, 401.0);(618.0, 396.5);(536.5, 445.0);(653.0, 439.0);(434.75, 452.5);(609.5, 478.0)
4.67;videos/cuts_test/50wtf3.mp4;fallen;(756.5, 420.5);(759.0, 423.75);(759.0, 414.0);(742.0, 423.0);(753.0, 405.0);(709.0, 425.0);(716.5, 405.75);(700.0, 447.75);(696.0, 421.75);(743.5, 412.0);(709.0, 414.0);(597.0, 402.5);(620.5, 395.0);(537.5, 446.0);(654.5, 438.75);(433.25, 452.75);(610.0, 470.0)
4.71;videos/cuts_test/50wtf3.mp4;fallen;(754.0, 417.75);(757.0, 422.0);(757.0, 411.25);(743.0, 423.75);(751.0, 404.0);(708.0, 425.75);(717.5, 404.25);(703.0, 449.75);(699.0, 415.75);(748.5, 419.25);(714.0, 406.75);(598.0, 403.25);(622.0, 395.75);(537.5, 445.75);(654.5, 438.0);(433.5, 452.25);(613.5, 473.25)
4.75;videos/cuts_test/50wtf3.mp4;fallen;(753.5, 417.25);(757.0, 421.75);(756.5, 410.5);(742.5, 424.75);(748.0, 403.5);(707.0, 425.25);(717.0, 404.5);(703.5, 450.5);(702.5, 411.75);(750.0, 422.0);(723.5, 387.75);(597.5, 403.0);(620.0, 396.75);(534.5, 446.25);(654.5, 439.0);(432.75, 450.75);(623.5, 485.0)
4.8;videos/cuts_test/50wtf3.mp4;fallen;(754.0, 416.5);(757.5, 420.75);(757.0, 409.25);(744.0, 424.25);(747.5, 403.25);(708.0, 425.5);(718.0, 404.5);(703.0, 451.0);(702.0, 409.5);(750.0, 424.75);(721.0, 379.0);(598.0, 402.75);(619.5, 397.5);(533.5, 445.75);(654.5, 439.5);(434.25, 448.25);(626.5, 491.0)
4.84;videos/cuts_test/50wtf3.mp4;fallen;(754.5, 416.25);(758.0, 420.25);(756.5, 409.0);(744.0, 423.75);(746.0, 402.75);(707.0, 424.5);(716.0, 405.25);(701.5, 450.25);(701.0, 413.25);(748.0, 423.25);(722.0, 383.0);(597.5, 402.5);(619.0, 397.5);(533.5, 446.0);(654.5, 439.75);(434.0, 447.5);(626.5, 491.0)
4.88;videos/cuts_test/50wtf3.mp4;fallen;(754.5, 416.25);(758.0, 420.25);(757.0, 409.0);(743.0, 423.25);(745.5, 402.5);(707.5, 424.5);(716.0, 404.75);(701.5, 450.5);(700.5, 412.25);(748.0, 423.75);(718.5, 382.25);(597.5, 402.25);(619.5, 397.0);(534.0, 446.25);(654.5, 439.5);(433.75, 447.5);(626.0, 488.5)
4.92;videos/cuts_test/50wtf3.mp4;fallen;(755.0, 416.0);(758.5, 420.25);(758.0, 409.0);(744.0, 423.0);(747.0, 402.75);(708.0, 425.0);(717.0, 404.25);(702.5, 450.75);(698.5, 410.25);(747.5, 424.25);(713.0, 382.0);(598.5, 403.0);(621.0, 397.0);(534.5, 446.5);(654.0, 439.25);(435.0, 447.25);(623.5, 485.75)
4.96;videos/cuts_test/50wtf3.mp4;fallen;(755.0, 416.25);(758.5, 420.25);(758.0, 409.25);(744.0, 422.5);(747.5, 403.0);(709.0, 425.0);(717.5, 404.25);(702.5, 450.75);(699.5, 410.25);(748.0, 424.0);(715.0, 381.5);(599.5, 402.5);(621.5, 396.75);(534.5, 446.25);(652.5, 440.0);(434.5, 447.25);(622.0, 485.5)
5.0;videos/cuts_test/50wtf3.mp4;fallen;(755.0, 415.75);(758.0, 420.25);(758.0, 409.0);(745.5, 423.25);(747.0, 402.75);(709.0, 426.0);(717.5, 403.5);(703.0, 451.0);(700.0, 407.5);(748.0, 425.0);(715.5, 378.75);(600.5, 404.0);(622.0, 397.5);(534.0, 446.0);(652.0, 440.0);(434.5, 447.25);(621.5, 485.25)
5.05;videos/cuts_test/50wtf3.mp4;fallen;(755.0, 416.0);(758.0, 420.25);(758.0, 409.25);(745.5, 423.5);(747.0, 402.75);(708.5, 425.5);(717.0, 404.25);(702.5, 450.75);(701.0, 409.25);(748.0, 424.0);(716.5, 381.0);(600.0, 403.5);(621.5, 397.5);(534.5, 446.0);(653.0, 440.0);(434.0, 447.5);(623.0, 485.5)
5.09;videos/cuts_test/50wtf3.mp4;fallen;(754.5, 416.25);(758.0, 420.75);(757.5, 409.5);(745.0, 424.25);(747.0, 403.0);(708.0, 425.75);(717.5, 404.5);(702.5, 450.75);(700.5, 409.75);(748.5, 424.0);(716.0, 381.75);(599.5, 403.25);(622.0, 397.25);(534.0, 446.0);(653.5, 439.5);(434.0, 447.25);(626.0, 485.25)
0.0;videos/cuts_test/50wtf4.mp4;walk;(107.5, 142.75);(109.12, 135.12);(97.81, 135.5);(103.81, 142.25);(72.06, 140.75);(98.0, 197.0);(35.75, 182.75);(76.31, 256.5);(2.75, 239.5);(67.75, 285.0);(13.38, 300.75);(59.44, 293.75);(24.91, 290.75);(87.94, 377.0);(79.94, 375.0);(75.12, 468.25);(71.94, 468.5)
0.04;videos/cuts_test/50wtf4.mp4;walk;(120.88, 141.25);(122.5, 135.0);(111.88, 133.75);(119.25, 140.75);(84.94, 138.25);(111.62, 196.12);(46.19, 180.12);(101.25, 252.0);(7.69, 237.88);(84.88, 291.75);(15.78, 295.25);(69.62, 295.25);(26.69, 291.5);(93.5, 377.25);(46.5, 382.25);(75.06, 469.5);(-7.83, 427.5)
0.08;videos/cuts_test/50wtf4.mp4;walk;(133.38, 138.25);(135.0, 131.75);(124.25, 130.75);(130.75, 136.5);(96.5, 133.75);(120.5, 194.38);(59.38, 175.62);(112.5, 259.0);(18.06, 234.25);(112.0, 313.0);(21.09, 293.5);(80.0, 288.5);(42.38, 284.0);(100.25, 374.75);(83.62, 372.0);(73.94, 467.5);(12.97, 414.5)
0.13;videos/cuts_test/50wtf4.mp4;walk;(144.75, 136.12);(146.0, 129.5);(136.75, 129.0);(140.75, 133.12);(110.25, 131.0);(133.0, 188.75);(71.38, 170.5);(132.75, 247.75);(27.88, 229.5);(137.25, 303.5);(25.16, 292.25);(86.5, 284.25);(52.56, 278.0);(98.25, 373.5);(115.94, 347.0);(77.25, 464.25);(57.88, 413.5)
0.17;videos/cuts_test/50wtf4.mp4;walk;(155.88, 134.38);(157.75, 127.75);(148.25, 127.25);(154.0, 131.0);(122.38, 128.75);(144.0, 186.25);(82.06, 168.38);(148.5, 243.0);(40.22, 227.25);(159.75, 293.25);(33.47, 290.25);(100.0, 283.75);(69.94, 278.25);(98.12, 372.75);(142.38, 336.0);(77.81, 458.5);(98.69, 421.5)
0.21;videos/cuts_test/50wtf4.mp4;walk;(168.75, 135.12);(170.25, 127.88);(160.75, 128.0);(164.88, 130.62);(134.5, 129.88);(155.75, 186.0);(95.06, 169.75);(169.0, 245.5);(50.72, 228.88);(188.12, 292.25);(42.44, 291.0);(111.5, 281.75);(86.12, 277.5);(97.75, 367.75);(163.0, 323.75);(73.25, 464.25);(152.25, 416.0)
0.25;videos/cuts_test/50wtf4.mp4;walk;(180.38, 137.75);(181.62, 130.5);(172.38, 130.0);(173.88, 133.12);(146.0, 132.25);(168.12, 187.5);(108.25, 172.62);(187.25, 245.5);(62.66, 228.88);(210.25, 283.5);(53.31, 290.25);(121.06, 283.75);(100.75, 279.0);(101.38, 367.25);(181.0, 323.0);(72.88, 463.5);(194.62, 415.5)
0.29;videos/cuts_test/50wtf4.mp4;walk;(193.0, 141.62);(194.25, 134.38);(185.0, 134.25);(186.75, 137.5);(157.75, 136.5);(179.75, 190.88);(121.31, 178.0);(202.5, 245.75);(76.88, 233.25);(233.0, 279.0);(67.62, 296.0);(133.88, 287.5);(113.94, 282.5);(111.62, 374.0);(200.25, 322.0);(75.69, 465.75);(227.62, 417.0)
0.33;videos/cuts_test/50wtf4.mp4;walk;(205.88, 145.25);(206.38, 137.62);(197.5, 138.5);(198.25, 140.38);(170.88, 142.0);(193.0, 193.88);(137.5, 182.62);(220.12, 247.5);(89.62, 236.38);(254.75, 275.5);(80.75, 301.0);(146.38, 290.5);(130.12, 286.25);(117.19, 377.5);(214.5, 328.25);(77.5, 465.25);(245.62, 420.5)
0.38;videos/cuts_test/50wtf4.mp4;walk;(220.25, 144.75);(220.25, 137.62);(211.5, 138.62);(212.75, 141.25);(186.0, 143.75);(208.25, 195.5);(153.0, 185.12);(234.5, 247.5);(106.5, 240.5);(270.5, 273.5);(97.94, 303.0);(160.62, 293.0);(145.5, 289.5);(126.94, 374.0);(227.0, 338.5);(78.38, 459.5);(249.25, 432.5)
0.42;videos/cuts_test/50wtf4.mp4;walk;(235.0, 142.75);(235.0, 135.88);(226.38, 136.5);(226.0, 140.38);(201.75, 142.75);(224.5, 194.25);(171.25, 185.25);(249.88, 247.5);(126.62, 240.12);(283.75, 271.75);(118.62, 303.25);(177.0, 294.25);(165.12, 292.0);(139.5, 375.5);(239.75, 342.5);(85.31, 454.5);(251.25, 435.0)
0.46;videos/cuts_test/50wtf4.mp4;walk;(249.88, 137.75);(249.5, 130.62);(240.12, 132.0);(240.0, 136.0);(216.25, 139.38);(241.0, 189.5);(189.75, 183.38);(261.0, 244.38);(145.75, 239.25);(292.0, 271.25);(140.0, 300.25);(190.12, 293.0);(178.0, 290.0);(154.5, 374.5);(249.5, 348.0);(97.5, 447.5);(257.5, 441.0)
0.5;videos/cuts_test/50wtf4.mp4;walk;(266.0, 132.88);(265.0, 125.62);(256.5, 127.38);(250.0, 130.88);(233.0, 135.0);(256.5, 183.5);(206.12, 180.75);(272.0, 238.0);(165.5, 238.62);(299.25, 274.5);(160.12, 299.5);(210.75, 287.0);(196.0, 285.0);(184.5, 371.5);(259.75, 354.0);(113.5, 436.75);(260.0, 445.25)
0.54;videos/cuts_test/50wtf4.mp4;walk;(279.75, 127.38);(278.5, 120.75);(270.0, 122.5);(271.0, 126.25);(247.0, 130.75);(270.0, 179.75);(221.12, 176.38);(279.25, 235.0);(184.12, 237.5);(305.25, 278.25);(184.12, 299.5);(233.0, 285.5);(211.5, 284.5);(213.25, 373.5);(264.0, 360.0);(138.25, 423.5);(263.0, 450.0)
0.58;videos/cuts_test/50wtf4.mp4;walk;(293.5, 124.25);(292.5, 117.25);(285.0, 119.0);(283.25, 122.5);(261.25, 126.62);(281.75, 175.88);(237.25, 173.12);(287.25, 233.0);(207.25, 234.75);(308.0, 279.0);(210.62, 297.5);(250.25, 285.0);(226.75, 284.0);(246.0, 372.5);(268.0, 364.5);(165.75, 403.0);(262.0, 451.5)
0.63;videos/cuts_test/50wtf4.mp4;walk;(307.5, 120.5);(306.0, 113.75);(299.0, 115.0);(295.5, 118.25);(274.75, 122.25);(291.0, 171.12);(251.62, 169.12);(292.0, 229.0);(225.25, 234.0);(309.5, 277.25);(237.0, 294.5);(264.75, 282.0);(241.5, 281.0);(266.5, 369.0);(271.5, 366.0);(194.75, 393.75);(261.25, 452.5)
0.67;videos/cuts_test/50wtf4.mp4;walk;(321.0, 117.25);(319.0, 109.75);(312.75, 111.25);(302.5, 115.0);(289.5, 119.25);(302.25, 167.5);(265.75, 162.75);(299.25, 228.25);(243.0, 229.62);(309.25, 278.5);(262.75, 289.5);(277.75, 274.0);(249.38, 273.25);(314.75, 348.75);(272.25, 366.75);(243.88, 384.5);(262.75, 455.0)
0.71;videos/cuts_test/50wtf4.mp4;walk;(335.5, 113.75);(334.0, 106.38);(327.25, 107.5);(318.0, 111.38);(303.75, 114.62);(313.0, 162.0);(280.5, 155.25);(305.0, 225.12);(260.25, 223.62);(307.25, 276.0);(287.75, 279.0);(288.75, 271.25);(261.5, 270.75);(340.75, 337.25);(275.25, 362.5);(261.5, 395.0);(263.0, 453.5)
