time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
4.67;videos/cuts_train/fall03.mp4;walk;(678.5, 43.5);(675.0, 36.0);(680.5, 34.0);(626.0, 25.25);(697.5, 25.75);(546.5, 84.75);(728.0, 58.0);(505.0, 249.62);(819.0, 192.75);(516.5, 377.25);(904.5, 310.5);(577.0, 382.5);(697.5, 378.75);(598.0, 598.5);(704.0, 605.0);(613.5, 724.0);(684.5, 737.0)
4.7;videos/cuts_train/fall03.mp4;walk;(637.0, 38.25);(634.0, 31.5);(640.5, 29.75);(601.0, 24.0);(682.0, 21.0);(534.0, 91.5);(716.0, 62.0);(500.75, 250.75);(799.0, 192.0);(503.5, 377.0);(877.0, 312.0);(574.5, 383.75);(694.0, 377.5);(595.0, 598.0);(702.0, 603.0);(610.5, 730.0);(682.5, 735.5)
4.73;videos/cuts_train/fall03.mp4;walk;(633.0, 38.5);(630.0, 31.5);(636.5, 29.75);(595.0, 24.25);(675.0, 21.75);(529.0, 92.62);(710.0, 63.0);(494.75, 254.5);(796.5, 202.5);(497.25, 380.75);(856.0, 316.25);(569.0, 385.5);(688.0, 378.75);(594.5, 596.5);(697.5, 601.0);(609.5, 730.0);(681.0, 736.0)
4.77;videos/cuts_train/fall03.mp4;walk;(622.5, 38.5);(620.0, 30.75);(626.5, 29.25);(587.0, 23.75);(666.0, 22.5);(524.0, 95.5);(703.0, 66.88);(489.0, 257.75);(784.0, 215.0);(493.5, 382.5);(831.0, 326.5);(565.5, 389.5);(683.5, 381.75);(593.5, 597.5);(696.5, 599.0);(610.5, 730.0);(681.5, 735.5)
4.8;videos/cuts_train/fall03.mp4;walk;(605.0, 38.25);(603.0, 31.25);(609.5, 30.0);(578.5, 25.5);(658.0, 20.75);(513.0, 103.38);(696.0, 69.62);(480.75, 257.5);(763.0, 203.0);(488.0, 384.0);(803.5, 329.25);(561.0, 387.0);(681.0, 376.25);(590.0, 593.0);(696.0, 593.0);(609.5, 730.0);(686.5, 730.5)
4.83;videos/cuts_train/fall03.mp4;walk;(539.5, 36.0);(541.0, 27.25);(543.5, 26.25);(552.0, 28.25);(624.0, 17.75);(504.25, 107.62);(684.0, 73.62);(472.0, 260.5);(745.0, 204.75);(482.0, 388.0);(764.0, 331.5);(562.5, 389.5);(680.0, 375.75);(589.0, 594.5);(695.5, 591.0);(608.0, 732.5);(689.0, 729.5)
4.87;videos/cuts_train/fall03.mp4;walk;(532.5, 36.25);(533.5, 26.75);(537.0, 26.25);(544.0, 29.25);(613.0, 20.0);(499.25, 112.38);(676.5, 80.62);(467.75, 262.0);(732.0, 214.0);(476.25, 388.75);(733.0, 337.5);(561.0, 387.25);(676.5, 373.5);(588.0, 592.5);(695.0, 587.5);(609.5, 730.0);(690.0, 725.5)
4.9;videos/cuts_train/fall03.mp4;walk;(532.0, 37.25);(532.0, 27.5);(537.0, 27.0);(538.5, 31.0);(606.5, 23.5);(493.25, 115.88);(670.5, 86.5);(463.75, 267.5);(717.0, 228.0);(472.75, 394.0);(717.0, 356.5);(554.0, 391.25);(669.0, 378.25);(586.5, 593.5);(695.5, 589.0);(609.0, 732.0);(691.0, 726.0)
4.93;videos/cuts_train/fall03.mp4;walk;(532.5, 44.5);(525.5, 34.0);(534.0, 33.25);(520.5, 38.0);(604.0, 30.75);(489.0, 119.38);(665.5, 106.12);(458.5, 274.75);(704.0, 239.75);(470.75, 399.25);(693.0, 336.5);(548.0, 396.0);(663.0, 385.5);(582.5, 596.5);(697.0, 590.5);(605.0, 735.0);(697.5, 730.0)
4.97;videos/cuts_train/fall03.mp4;walk;(513.0, 48.5);(507.0, 37.75);(514.5, 36.5);(510.0, 41.75);(588.5, 34.25);(481.0, 127.12);(655.0, 108.0);(454.75, 281.0);(695.5, 238.5);(466.75, 403.75);(695.0, 322.0);(545.0, 397.25);(658.0, 385.0);(581.5, 595.0);(697.5, 587.5);(605.0, 734.0);(696.0, 728.0)
5.0;videos/cuts_train/fall03.mp4;walk;(503.0, 51.75);(498.5, 41.0);(505.0, 39.25);(503.5, 46.25);(578.0, 35.0);(475.25, 132.38);(647.5, 107.88);(451.5, 287.5);(684.5, 232.88);(465.25, 409.75);(657.5, 317.25);(544.5, 400.0);(657.5, 384.75);(580.5, 596.0);(697.0, 586.0);(606.5, 735.0);(697.0, 727.5)
5.03;videos/cuts_train/fall03.mp4;walk;(495.75, 55.25);(492.25, 44.5);(498.0, 42.5);(499.0, 50.25);(571.5, 39.75);(468.5, 140.62);(638.0, 113.0);(445.75, 293.0);(674.0, 231.88);(463.5, 414.0);(647.0, 319.0);(541.0, 404.5);(652.5, 387.5);(580.0, 598.0);(698.0, 585.0);(607.5, 737.0);(698.0, 728.0)
5.07;videos/cuts_train/fall03.mp4;walk;(495.5, 61.0);(491.25, 50.0);(498.0, 48.25);(493.75, 57.0);(565.5, 47.5);(464.75, 150.25);(629.5, 120.75);(441.25, 300.75);(666.0, 241.0);(459.5, 419.5);(638.0, 318.0);(538.0, 409.75);(648.5, 391.5);(579.0, 600.0);(699.0, 584.5);(609.0, 737.5);(696.5, 728.0)
5.1;videos/cuts_train/fall03.mp4;walk;(503.5, 79.12);(499.25, 69.62);(509.75, 68.38);(490.25, 75.62);(563.5, 65.5);(461.5, 163.38);(619.0, 119.62);(442.75, 306.75);(661.0, 246.25);(458.0, 423.75);(639.0, 324.5);(540.5, 403.0);(646.0, 383.5);(576.0, 597.0);(697.0, 580.0);(604.0, 734.5);(690.0, 717.0)
5.13;videos/cuts_train/fall03.mp4;walk;(493.75, 92.25);(490.5, 82.25);(499.25, 81.12);(486.75, 87.5);(558.5, 78.0);(457.0, 174.12);(610.5, 129.25);(438.25, 316.25);(653.0, 250.62);(455.5, 432.5);(640.5, 336.75);(538.0, 410.5);(641.5, 390.5);(573.5, 600.5);(697.5, 580.0);(602.0, 734.5);(691.0, 716.5)
5.17;videos/cuts_train/fall03.mp4;walk;(489.0, 107.25);(481.75, 95.0);(493.25, 93.0);(479.75, 99.5);(545.5, 89.0);(450.5, 186.5);(604.0, 144.0);(432.5, 329.25);(643.5, 252.5);(453.0, 437.75);(643.5, 328.0);(530.5, 420.0);(634.0, 398.25);(573.0, 598.0);(698.0, 571.5);(610.5, 734.0);(694.5, 716.5)
5.2;videos/cuts_train/fall03.mp4;walk;(478.75, 125.0);(476.0, 115.0);(483.75, 113.5);(474.5, 119.5);(542.5, 109.0);(447.0, 202.0);(594.5, 153.62);(429.0, 341.5);(640.5, 266.5);(451.25, 449.5);(633.0, 354.25);(534.5, 427.0);(634.0, 405.0);(570.5, 604.0);(699.0, 578.0);(605.0, 735.0);(680.0, 723.0)
5.23;videos/cuts_train/fall03.mp4;walk;(472.0, 147.88);(470.0, 137.62);(476.5, 136.12);(472.0, 140.88);(537.0, 128.12);(443.75, 214.0);(589.0, 172.25);(424.5, 350.75);(636.0, 281.75);(448.0, 459.5);(633.5, 367.5);(530.0, 434.0);(628.0, 413.0);(569.5, 604.0);(700.5, 573.5);(603.5, 734.0);(674.5, 720.0)
5.27;videos/cuts_train/fall03.mp4;walk;(469.0, 162.0);(466.5, 151.88);(473.5, 150.88);(466.75, 155.75);(530.0, 142.5);(440.75, 228.12);(580.0, 186.88);(421.25, 364.75);(628.5, 289.75);(443.75, 472.0);(650.0, 375.25);(524.0, 442.25);(618.5, 420.25);(569.0, 608.0);(704.0, 560.5);(600.5, 734.0);(669.0, 710.0)
5.3;videos/cuts_train/fall03.mp4;fall;(461.75, 185.12);(459.0, 174.5);(465.5, 173.75);(462.0, 176.5);(524.5, 162.62);(436.75, 244.62);(572.5, 202.62);(416.75, 376.5);(626.0, 299.25);(442.25, 486.5);(643.0, 387.25);(519.5, 450.0);(611.0, 426.75);(568.5, 609.0);(706.0, 551.5);(606.0, 730.0);(657.5, 701.0)
5.33;videos/cuts_train/fall03.mp4;fall;(462.5, 208.75);(456.5, 197.88);(465.0, 195.75);(457.0, 199.25);(516.5, 185.62);(433.5, 268.0);(568.0, 224.25);(416.0, 398.75);(614.5, 315.75);(444.75, 500.0);(635.5, 392.25);(511.0, 470.5);(608.0, 444.0);(566.5, 617.5);(701.5, 538.0);(596.5, 746.5);(641.5, 678.0)
5.37;videos/cuts_train/fall03.mp4;fall;(451.25, 227.0);(448.75, 216.5);(455.5, 216.38);(452.75, 219.38);(514.0, 207.12);(429.5, 289.0);(557.0, 243.62);(410.5, 419.0);(613.5, 329.25);(439.0, 519.5);(608.5, 407.75);(518.5, 478.5);(603.0, 450.0);(573.5, 631.5);(700.0, 545.5);(601.0, 729.0);(638.0, 663.0)
5.4;videos/cuts_train/fall03.mp4;fall;(453.5, 251.5);(449.5, 241.75);(456.0, 239.5);(450.75, 247.88);(510.0, 231.0);(426.0, 319.5);(552.0, 266.0);(409.25, 442.25);(603.5, 339.75);(437.5, 532.0);(612.0, 404.5);(508.0, 496.75);(595.5, 466.5);(567.0, 630.0);(685.0, 532.5);(588.0, 745.5);(605.0, 642.5)
5.43;videos/cuts_train/fall03.mp4;fall;(447.0, 279.0);(444.75, 268.5);(448.25, 266.5);(449.75, 271.5);(508.75, 256.0);(424.5, 342.0);(548.5, 285.0);(409.5, 466.25);(602.0, 358.25);(431.0, 557.5);(604.0, 418.5);(504.5, 505.25);(593.0, 476.5);(555.0, 619.0);(677.0, 536.0);(589.5, 745.0);(594.0, 662.0)
5.47;videos/cuts_train/fall03.mp4;fall;(438.5, 296.5);(438.25, 287.5);(442.25, 286.5);(445.25, 291.5);(501.75, 274.5);(421.0, 358.25);(539.5, 305.5);(406.5, 471.75);(594.5, 384.0);(415.5, 564.0);(610.0, 438.5);(495.75, 512.0);(571.0, 484.0);(549.0, 628.5);(661.0, 555.0);(587.5, 727.0);(581.0, 667.0)
5.5;videos/cuts_train/fall03.mp4;fall;(439.25, 316.75);(438.0, 308.0);(443.5, 307.25);(442.0, 311.0);(498.5, 297.5);(420.25, 371.75);(532.5, 324.75);(404.0, 485.5);(586.5, 397.25);(408.75, 576.0);(604.5, 457.0);(491.25, 524.5);(564.0, 498.75);(540.0, 638.0);(647.0, 566.0);(575.0, 730.0);(575.5, 675.0)
5.53;videos/cuts_train/fall03.mp4;fall;(440.5, 340.0);(437.5, 331.0);(443.0, 329.0);(438.0, 335.0);(495.75, 320.0);(415.0, 398.0);(529.0, 345.75);(398.0, 509.25);(576.0, 409.0);(406.0, 594.0);(590.5, 468.75);(481.25, 545.5);(564.0, 516.5);(531.0, 648.0);(639.5, 556.0);(570.5, 740.0);(576.5, 672.0)
5.57;videos/cuts_train/fall03.mp4;fall;(439.75, 359.75);(436.0, 352.0);(442.5, 350.0);(433.5, 358.0);(490.0, 340.5);(407.75, 417.5);(515.5, 364.0);(395.0, 523.5);(563.5, 420.5);(393.5, 604.5);(563.0, 474.75);(468.75, 563.0);(545.5, 529.0);(531.5, 663.0);(632.5, 551.0);(561.5, 733.5);(570.5, 682.0)
5.6;videos/cuts_train/fall03.mp4;fall;(451.5, 377.25);(447.5, 372.0);(455.25, 368.5);(428.5, 374.75);(485.75, 357.5);(403.5, 434.0);(504.0, 380.5);(385.75, 550.0);(550.5, 441.5);(382.0, 640.0);(516.0, 460.5);(454.5, 568.5);(522.0, 537.5);(533.5, 659.0);(628.0, 569.0);(556.0, 728.0);(573.0, 688.0)
5.63;videos/cuts_train/fall03.mp4;fall;(446.75, 390.75);(442.5, 386.0);(450.75, 384.25);(427.25, 388.75);(479.25, 376.75);(402.5, 446.0);(495.75, 403.0);(386.5, 551.0);(533.5, 466.75);(368.5, 643.0);(537.0, 526.5);(441.5, 579.5);(504.5, 546.5);(536.0, 655.5);(623.5, 567.0);(540.5, 726.0);(568.5, 690.5)
5.67;videos/cuts_train/fall03.mp4;fall;(418.0, 415.25);(415.5, 408.25);(423.0, 407.5);(415.75, 409.5);(469.75, 401.75);(389.5, 461.0);(486.25, 425.0);(367.5, 567.0);(515.0, 470.0);(362.5, 649.0);(485.25, 496.0);(433.0, 594.0);(494.25, 564.5);(534.5, 647.5);(615.0, 560.0);(528.0, 721.0);(571.0, 687.0)
5.7;videos/cuts_train/fall03.mp4;fall;(416.75, 428.5);(413.25, 421.0);(421.5, 420.5);(406.75, 421.75);(459.0, 419.25);(373.75, 471.5);(471.75, 445.0);(355.0, 581.0);(504.75, 495.0);(364.25, 653.0);(468.75, 526.5);(420.0, 617.0);(480.25, 594.5);(550.5, 618.0);(607.5, 553.5);(520.0, 720.0);(568.5, 695.0)
5.73;videos/cuts_train/fall03.mp4;fall;(452.5, 445.0);(446.5, 439.0);(455.0, 437.5);(407.5, 438.25);(456.25, 437.5);(367.5, 476.25);(465.5, 461.5);(342.75, 585.0);(492.5, 514.5);(361.0, 654.0);(455.5, 531.5);(405.0, 632.0);(464.25, 615.0);(544.5, 614.5);(596.0, 554.5);(512.5, 723.0);(561.0, 698.5)
5.77;videos/cuts_train/fall03.mp4;fall;(440.75, 457.0);(435.5, 450.75);(444.0, 450.0);(401.25, 447.5);(450.0, 449.25);(359.0, 483.0);(456.0, 470.75);(330.0, 590.5);(478.75, 537.5);(355.0, 651.0);(438.0, 554.0);(392.25, 644.0);(448.5, 627.5);(529.0, 635.5);(581.0, 552.0);(506.25, 731.0);(556.5, 697.0)
5.8;videos/cuts_train/fall03.mp4;fall;(429.25, 465.75);(424.75, 459.75);(431.5, 459.25);(398.75, 453.25);(446.25, 456.5);(352.5, 487.5);(449.0, 474.75);(322.0, 591.5);(469.5, 547.0);(341.75, 646.5);(456.5, 596.0);(383.0, 652.5);(439.0, 639.5);(526.0, 610.0);(571.5, 554.0);(496.0, 724.0);(555.0, 702.5)
5.83;videos/cuts_train/fall03.mp4;fall;(433.25, 472.0);(428.5, 466.25);(435.0, 465.5);(394.5, 457.5);(440.0, 460.0);(345.25, 495.5);(435.5, 475.75);(311.0, 601.0);(465.5, 551.0);(334.75, 654.5);(516.0, 572.5);(372.5, 661.5);(422.75, 646.5);(518.5, 609.0);(556.0, 556.5);(494.75, 721.0);(549.0, 699.0)
5.87;videos/cuts_train/fall03.mp4;fall;(431.25, 474.0);(427.0, 468.75);(433.0, 467.0);(388.5, 462.0);(427.75, 461.5);(334.5, 505.75);(420.75, 480.0);(302.75, 607.0);(456.0, 553.5);(345.75, 639.5);(505.5, 577.0);(364.5, 662.0);(411.75, 646.0);(509.75, 605.0);(538.0, 555.0);(497.5, 719.0);(544.0, 698.5)
5.9;videos/cuts_train/fall03.mp4;fallen;(424.0, 483.5);(420.5, 477.5);(426.5, 475.0);(382.5, 467.0);(420.0, 465.5);(327.5, 515.5);(406.75, 479.25);(296.25, 611.5);(441.75, 555.5);(347.75, 628.0);(488.5, 582.5);(355.0, 667.5);(397.5, 647.0);(501.0, 616.0);(530.0, 561.0);(498.75, 718.0);(541.5, 700.0)
5.93;videos/cuts_train/fall03.mp4;fallen;(421.5, 493.75);(420.0, 487.5);(424.0, 484.0);(380.5, 472.0);(410.5, 469.25);(325.5, 516.0);(390.25, 478.5);(296.0, 620.0);(431.5, 560.0);(351.0, 618.5);(476.5, 589.0);(346.75, 663.5);(379.0, 641.0);(498.5, 616.5);(523.5, 563.5);(499.25, 710.0);(545.5, 698.5)
5.97;videos/cuts_train/fall03.mp4;fallen;(404.0, 507.0);(404.5, 501.0);(408.25, 497.25);(374.25, 478.5);(396.25, 475.0);(332.5, 501.0);(373.0, 479.75);(371.5, 574.5);(413.75, 561.0);(423.0, 561.0);(454.25, 566.0);(334.25, 657.0);(360.0, 638.5);(493.5, 612.5);(517.5, 563.0);(499.25, 698.0);(557.0, 695.0)
6.0;videos/cuts_train/fall03.mp4;fallen;(390.0, 509.5);(391.5, 503.25);(392.75, 499.75);(364.5, 482.25);(382.0, 480.0);(321.75, 502.25);(358.75, 486.0);(367.25, 576.5);(410.75, 558.0);(428.5, 596.5);(452.0, 590.5);(327.75, 661.5);(357.25, 645.0);(469.75, 610.5);(509.0, 566.0);(523.0, 682.0);(569.5, 688.5)
6.03;videos/cuts_train/fall03.mp4;fallen;(380.0, 512.0);(378.5, 506.25);(380.0, 502.75);(342.0, 492.5);(362.5, 485.75);(305.25, 535.0);(336.75, 490.5);(369.0, 598.0);(400.25, 554.0);(438.0, 612.0);(453.75, 585.0);(331.75, 675.0);(349.5, 636.0);(491.5, 672.0);(499.25, 565.0);(562.0, 690.0);(576.5, 679.5)
6.07;videos/cuts_train/fall03.mp4;fallen;(363.25, 514.5);(356.5, 511.5);(360.75, 507.0);(309.25, 505.5);(339.25, 491.75);(284.5, 565.5);(321.0, 501.5);(356.25, 601.5);(394.0, 553.5);(432.0, 590.0);(450.5, 582.5);(330.0, 682.0);(344.25, 633.0);(499.5, 653.0);(486.0, 564.0);(566.0, 679.0);(582.0, 653.0)
6.1;videos/cuts_train/fall03.mp4;fallen;(324.0, 481.0);(312.5, 480.5);(318.75, 476.0);(273.75, 493.0);(302.75, 478.0);(268.75, 573.5);(309.0, 507.0);(364.5, 594.0);(384.0, 552.0);(460.75, 586.0);(441.0, 569.5);(335.25, 678.5);(348.75, 628.0);(503.5, 628.0);(475.75, 562.0);(546.0, 652.0);(581.5, 628.0)
6.13;videos/cuts_train/fall03.mp4;fallen;(305.5, 504.0);(299.0, 505.0);(302.5, 502.5);(279.5, 510.25);(295.0, 492.75);(261.25, 574.5);(300.5, 510.75);(344.25, 591.0);(378.75, 548.5);(431.75, 584.0);(419.5, 570.0);(331.5, 669.5);(347.0, 626.5);(485.0, 609.0);(465.0, 559.5);(506.5, 632.0);(580.0, 600.0)
6.17;videos/cuts_train/fall03.mp4;fallen;(310.5, 489.5);(299.25, 490.5);(306.0, 487.0);(263.5, 496.0);(297.25, 482.0);(259.5, 574.5);(294.25, 515.0);(346.5, 596.0);(373.5, 545.5);(440.5, 581.5);(387.5, 553.0);(325.5, 676.0);(337.75, 629.0);(451.0, 605.5);(445.75, 556.0);(507.5, 615.0);(560.5, 580.0)
6.2;videos/cuts_train/fall03.mp4;fallen;(306.5, 515.5);(301.0, 516.0);(303.75, 514.0);(286.5, 518.5);(287.75, 498.5);(256.75, 573.5);(282.75, 516.0);(331.0, 586.0);(365.0, 538.0);(371.0, 548.0);(364.5, 536.5);(326.0, 665.0);(337.5, 624.0);(469.5, 611.5);(461.0, 555.5);(563.5, 605.0);(589.0, 574.0)
6.23;videos/cuts_train/fall03.mp4;fallen;(323.0, 536.5);(319.75, 539.0);(322.5, 536.5);(305.25, 541.5);(292.5, 514.5);(263.0, 571.5);(270.0, 529.0);(330.75, 583.0);(348.75, 543.0);(344.0, 529.5);(350.0, 525.0);(330.0, 641.5);(328.75, 609.5);(470.0, 608.5);(463.75, 553.0);(547.0, 612.0);(595.0, 565.5)
6.27;videos/cuts_train/fall03.mp4;fallen;(315.5, 549.0);(310.5, 549.0);(316.5, 547.5);(289.5, 552.0);(293.5, 528.0);(256.25, 581.5);(255.0, 532.0);(335.75, 546.0);(347.5, 533.5);(341.0, 522.5);(341.0, 519.5);(317.0, 645.0);(319.75, 606.0);(477.5, 628.0);(454.0, 557.0);(595.0, 582.0);(581.0, 550.0)
6.3;videos/cuts_train/fall03.mp4;fallen;(294.5, 523.5);(286.0, 525.0);(292.0, 519.5);(258.0, 529.5);(285.75, 506.0);(246.25, 595.5);(272.75, 521.0);(331.5, 597.5);(331.5, 518.5);(408.25, 606.5);(373.0, 545.0);(302.5, 669.0);(315.25, 605.5);(432.0, 639.5);(443.0, 554.5);(482.0, 654.0);(589.0, 568.0)
6.33;videos/cuts_train/fall03.mp4;fallen;(307.5, 527.5);(300.0, 529.5);(305.0, 522.0);(269.5, 533.0);(296.25, 507.25);(252.0, 594.0);(273.5, 519.0);(334.0, 603.0);(337.75, 517.0);(413.5, 622.0);(365.25, 542.0);(295.25, 667.5);(309.0, 604.5);(430.5, 638.5);(442.5, 556.5);(481.5, 661.5);(589.0, 572.5)
6.37;videos/cuts_train/fall03.mp4;fallen;(290.5, 523.0);(283.5, 524.0);(288.5, 519.5);(260.0, 528.5);(283.5, 506.5);(247.25, 585.0);(266.75, 518.0);(328.0, 576.0);(330.25, 512.0);(367.0, 574.0);(369.0, 545.5);(298.0, 664.0);(307.5, 607.0);(435.75, 637.5);(445.0, 558.0);(480.0, 674.0);(588.0, 582.5)
6.4;videos/cuts_train/fall03.mp4;fallen;(294.0, 513.5);(288.0, 514.0);(292.0, 511.25);(264.5, 518.0);(281.0, 499.0);(239.75, 564.0);(273.5, 508.0);(324.0, 570.0);(349.0, 527.0);(353.5, 555.5);(366.25, 537.0);(294.5, 651.0);(317.5, 602.5);(436.0, 642.0);(453.5, 562.0);(492.0, 687.5);(591.0, 595.0)
6.43;videos/cuts_train/fall03.mp4;fallen;(285.5, 512.0);(280.0, 512.5);(283.0, 510.5);(260.25, 518.0);(272.25, 505.5);(237.5, 558.5);(251.12, 515.0);(311.5, 539.5);(301.0, 493.5);(342.25, 542.5);(348.0, 530.5);(303.25, 636.0);(315.0, 601.5);(443.25, 639.0);(453.5, 563.0);(496.75, 696.5);(592.5, 603.5)
6.47;videos/cuts_train/fall03.mp4;fallen;(289.25, 498.25);(285.5, 497.5);(284.5, 497.0);(271.0, 505.5);(273.5, 488.0);(251.25, 537.0);(264.5, 505.0);(330.5, 552.5);(349.5, 539.0);(336.25, 541.0);(352.25, 534.5);(306.0, 630.0);(317.5, 597.5);(445.5, 641.0);(459.75, 564.5);(508.0, 703.0);(594.5, 615.5)
6.5;videos/cuts_train/fall03.mp4;fallen;(288.0, 506.0);(282.5, 505.25);(283.5, 503.75);(262.5, 513.5);(272.5, 497.75);(237.75, 544.5);(252.75, 509.5);(308.5, 535.0);(319.25, 514.0);(315.25, 529.0);(330.75, 522.0);(300.5, 627.5);(317.75, 596.5);(441.75, 650.5);(463.25, 570.0);(522.0, 714.0);(594.0, 625.0)
6.53;videos/cuts_train/fall03.mp4;fallen;(284.5, 511.75);(279.0, 510.25);(281.0, 509.25);(258.75, 515.0);(276.5, 505.0);(235.5, 542.0);(246.88, 512.5);(266.0, 503.0);(269.5, 485.25);(311.75, 522.0);(323.75, 516.5);(301.0, 621.0);(317.0, 596.0);(448.5, 650.0);(471.0, 574.0);(524.5, 709.0);(593.0, 633.5)
6.57;videos/cuts_train/fall03.mp4;fallen;(271.25, 514.0);(265.5, 512.5);(267.5, 513.0);(247.62, 517.0);(264.5, 511.5);(232.25, 542.5);(240.75, 515.5);(261.75, 506.0);(259.25, 487.25);(304.0, 523.0);(315.0, 516.5);(306.25, 621.0);(319.5, 600.0);(458.0, 654.0);(476.5, 578.5);(548.0, 707.5);(581.0, 642.5)
6.6;videos/cuts_train/fall03.mp4;fallen;(269.0, 516.5);(263.75, 514.0);(265.25, 515.0);(248.62, 518.0);(265.0, 522.0);(251.75, 543.0);(238.75, 534.5);(281.0, 512.5);(244.62, 491.75);(293.25, 523.0);(305.5, 517.0);(328.5, 594.5);(313.25, 616.0);(484.0, 597.0);(471.5, 637.0);(589.0, 649.5);(554.0, 704.0)
6.63;videos/cuts_train/fall03.mp4;fallen;(275.75, 514.5);(272.25, 512.5);(272.0, 513.0);(260.5, 515.0);(274.5, 516.5);(256.0, 533.5);(242.75, 522.0);(249.25, 506.25);(227.0, 503.5);(297.5, 521.0);(302.75, 517.5);(321.5, 610.5);(319.5, 605.0);(474.0, 649.5);(486.0, 589.0);(568.0, 704.0);(583.0, 659.5)
6.67;videos/cuts_train/fall03.mp4;fallen;(284.0, 514.5);(280.5, 512.5);(279.25, 513.5);(268.75, 516.5);(280.5, 516.5);(262.5, 529.0);(246.25, 519.5);(247.75, 508.5);(223.25, 507.5);(295.0, 520.5);(299.5, 516.0);(323.0, 611.0);(318.0, 607.0);(474.5, 654.0);(486.5, 589.0);(567.0, 707.0);(591.5, 661.5)
6.7;videos/cuts_train/fall03.mp4;fallen;(269.0, 519.0);(265.25, 517.0);(264.0, 518.0);(254.62, 522.5);(268.25, 522.5);(256.25, 541.0);(238.5, 534.5);(258.5, 511.5);(224.5, 515.0);(287.5, 519.5);(296.5, 514.0);(328.25, 613.0);(321.5, 611.0);(475.75, 655.0);(483.5, 592.5);(575.0, 704.0);(590.5, 664.5)
6.73;videos/cuts_train/fall03.mp4;fallen;(268.5, 519.5);(265.5, 517.5);(263.0, 519.5);(257.75, 525.0);(271.5, 525.0);(260.25, 547.0);(240.12, 537.5);(255.0, 514.5);(223.5, 518.0);(289.0, 518.0);(296.0, 513.0);(332.25, 613.0);(324.25, 611.0);(476.25, 653.0);(484.0, 594.5);(567.5, 706.0);(593.5, 667.5)
6.77;videos/cuts_train/fall03.mp4;fallen;(265.5, 528.0);(262.75, 526.0);(260.0, 528.0);(254.38, 531.5);(266.75, 533.5);(259.0, 550.0);(239.62, 546.0);(254.5, 513.5);(220.12, 520.5);(290.5, 518.5);(297.5, 512.5);(331.0, 610.0);(322.0, 612.5);(472.5, 643.0);(478.25, 596.5);(570.0, 704.0);(591.5, 670.5)
6.8;videos/cuts_train/fall03.mp4;fallen;(265.5, 523.0);(262.0, 521.0);(259.0, 522.5);(254.0, 525.5);(264.5, 525.0);(267.5, 545.5);(235.38, 540.0);(286.25, 514.0);(211.75, 526.0);(284.25, 519.5);(293.5, 513.5);(325.5, 610.5);(309.0, 613.0);(465.75, 641.5);(469.0, 597.0);(565.0, 706.0);(586.5, 673.0)
6.83;videos/cuts_train/fall03.mp4;fallen;(264.5, 520.0);(262.5, 517.5);(260.5, 519.0);(253.88, 522.0);(259.0, 525.0);(272.25, 538.5);(229.38, 540.0);(320.5, 519.0);(213.25, 530.0);(282.0, 525.5);(295.25, 515.5);(330.25, 613.0);(309.5, 617.5);(473.0, 645.5);(473.5, 601.0);(571.0, 701.0);(585.5, 675.0)
6.87;videos/cuts_train/fall03.mp4;fallen;(254.25, 524.0);(252.75, 522.5);(249.25, 523.0);(248.75, 527.0);(262.0, 526.0);(273.25, 551.5);(235.0, 542.5);(305.0, 529.5);(208.62, 527.5);(287.0, 529.0);(293.75, 521.5);(323.5, 616.0);(301.5, 616.5);(467.5, 647.5);(466.75, 601.0);(568.0, 701.5);(582.0, 680.0)
6.9;videos/cuts_train/fall03.mp4;fallen;(261.0, 526.0);(260.25, 523.5);(254.5, 525.0);(257.5, 527.5);(255.0, 528.0);(277.75, 545.0);(231.0, 543.0);(321.25, 539.5);(206.5, 529.5);(270.25, 529.5);(284.75, 522.5);(326.25, 613.0);(301.0, 616.5);(465.5, 638.5);(464.25, 605.5);(567.0, 702.0);(580.0, 683.0)
6.93;videos/cuts_train/fall03.mp4;fallen;(260.5, 528.5);(260.75, 526.5);(254.88, 528.0);(259.25, 527.5);(261.0, 533.0);(269.5, 550.0);(242.25, 545.0);(239.0, 538.0);(206.5, 529.0);(276.0, 536.5);(276.5, 530.5);(321.5, 604.0);(298.0, 610.5);(467.25, 636.0);(465.0, 603.5);(566.0, 697.5);(580.0, 686.0)
6.97;videos/cuts_train/fall03.mp4;fallen;(249.38, 535.5);(248.0, 533.5);(244.75, 534.0);(244.12, 536.0);(250.75, 544.5);(253.5, 565.5);(235.5, 563.5);(215.75, 531.5);(205.88, 530.5);(270.25, 538.5);(270.25, 535.0);(314.5, 611.5);(300.0, 617.0);(463.25, 639.5);(467.0, 605.0);(561.0, 702.5);(579.5, 691.0)
7.0;videos/cuts_train/fall03.mp4;fallen;(253.75, 536.5);(251.5, 534.5);(248.5, 535.0);(245.25, 538.0);(250.88, 545.5);(253.0, 568.0);(235.62, 565.0);(216.0, 534.5);(204.0, 532.0);(270.75, 540.0);(268.5, 535.0);(315.0, 613.0);(301.5, 617.5);(463.75, 640.0);(470.0, 605.5);(547.5, 697.0);(582.0, 695.5)
