time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
3.38;videos/cuts_test/50wtf12.mp4;walk;(418.0, 175.5);(421.0, 169.62);(414.0, 167.62);(414.5, 168.0);(392.5, 161.88);(390.75, 197.62);(358.75, 190.38);(416.25, 227.25);(325.25, 240.12);(460.5, 237.25);(342.0, 293.0);(341.0, 272.0);(313.25, 271.5);(373.75, 333.75);(335.75, 356.0);(315.0, 384.5);(337.0, 431.5)
3.42;videos/cuts_test/50wtf12.mp4;walk;(419.75, 176.0);(423.0, 170.25);(415.5, 168.0);(417.5, 168.62);(394.0, 162.12);(393.75, 197.62);(360.25, 190.12);(420.5, 226.5);(325.75, 239.25);(465.25, 236.62);(342.0, 293.0);(342.75, 272.25);(314.75, 271.75);(374.75, 333.25);(337.0, 356.25);(322.0, 381.75);(335.75, 429.5)
3.46;videos/cuts_test/50wtf12.mp4;walk;(422.0, 176.38);(425.5, 170.75);(417.5, 168.38);(420.5, 169.62);(395.75, 162.12);(397.5, 197.88);(362.0, 189.75);(425.0, 226.12);(325.5, 237.75);(470.75, 236.25);(340.25, 292.25);(345.5, 272.5);(316.75, 271.75);(376.75, 331.5);(334.75, 355.0);(338.0, 393.0);(333.25, 428.25)
3.5;videos/cuts_test/50wtf12.mp4;walk;(423.75, 177.0);(427.5, 171.5);(419.5, 168.62);(422.5, 170.38);(398.5, 162.0);(401.5, 199.0);(363.5, 188.25);(431.5, 226.0);(325.75, 234.88);(476.0, 236.25);(338.0, 290.0);(348.75, 272.5);(319.0, 271.0);(378.75, 332.0);(334.75, 355.0);(347.0, 397.5);(334.25, 426.75)
3.55;videos/cuts_test/50wtf12.mp4;walk;(425.75, 177.5);(429.5, 172.12);(421.75, 169.12);(424.5, 171.25);(400.75, 163.0);(405.25, 200.25);(365.5, 188.5);(437.25, 225.38);(325.5, 232.75);(481.0, 236.25);(334.5, 287.75);(351.5, 274.25);(321.5, 272.0);(379.0, 335.75);(336.0, 353.5);(356.25, 412.5);(335.5, 427.25)
3.59;videos/cuts_test/50wtf12.mp4;walk;(428.0, 176.62);(431.75, 171.75);(424.0, 168.62);(427.0, 171.25);(402.75, 162.25);(409.0, 200.75);(367.25, 188.62);(441.0, 224.88);(326.0, 231.5);(483.25, 237.0);(330.5, 285.25);(355.75, 278.25);(326.25, 275.0);(377.5, 342.5);(337.5, 353.25);(355.75, 416.5);(334.5, 427.75)
3.63;videos/cuts_test/50wtf12.mp4;walk;(430.5, 175.5);(434.0, 170.5);(426.25, 167.5);(429.5, 170.25);(404.5, 161.5);(412.0, 200.38);(369.25, 188.38);(443.5, 224.62);(325.25, 230.25);(485.25, 237.75);(328.0, 283.5);(360.0, 280.5);(330.5, 276.5);(373.25, 349.0);(340.0, 354.0);(354.5, 420.5);(335.25, 427.5)
3.67;videos/cuts_test/50wtf12.mp4;walk;(432.0, 174.12);(435.75, 169.25);(427.75, 166.25);(431.75, 169.25);(406.25, 160.25);(414.75, 200.38);(371.5, 188.0);(445.0, 225.75);(325.25, 226.75);(487.0, 239.62);(325.5, 280.25);(365.75, 283.0);(337.25, 278.75);(371.0, 354.25);(346.5, 354.5);(355.75, 424.0);(338.0, 427.0)
3.71;videos/cuts_test/50wtf12.mp4;walk;(433.5, 173.5);(437.0, 168.5);(429.0, 165.75);(433.0, 168.5);(408.25, 160.75);(416.75, 200.5);(373.25, 189.0);(446.0, 226.75);(324.25, 224.75);(488.75, 241.75);(322.0, 276.75);(369.25, 283.25);(341.25, 279.0);(372.5, 354.5);(352.0, 353.25);(356.25, 424.0);(341.5, 426.0)
3.75;videos/cuts_test/50wtf12.mp4;walk;(435.5, 174.12);(439.5, 169.38);(431.0, 166.38);(437.0, 170.12);(410.0, 161.38);(420.0, 201.62);(375.75, 189.25);(447.0, 228.62);(324.5, 223.88);(488.5, 243.0);(318.5, 277.25);(371.75, 282.75);(343.0, 278.0);(374.0, 354.0);(355.75, 350.5);(356.0, 423.5);(345.25, 424.0)
3.8;videos/cuts_test/50wtf12.mp4;walk;(437.75, 175.12);(441.75, 170.5);(433.5, 167.25);(438.75, 171.38);(412.5, 161.75);(421.25, 201.75);(377.5, 189.12);(446.0, 229.0);(325.0, 223.5);(488.0, 242.75);(317.0, 276.5);(371.5, 280.5);(343.25, 275.5);(376.0, 353.75);(359.5, 348.0);(358.75, 423.5);(346.25, 422.5)
3.84;videos/cuts_test/50wtf12.mp4;walk;(439.25, 175.25);(443.75, 171.0);(435.5, 167.25);(441.0, 172.0);(414.75, 161.0);(422.75, 201.62);(378.75, 188.5);(446.75, 229.0);(325.75, 223.25);(488.0, 243.0);(316.5, 275.25);(372.25, 278.75);(344.0, 273.0);(376.5, 353.0);(362.5, 344.5);(358.5, 419.5);(349.25, 412.75)
3.88;videos/cuts_test/50wtf12.mp4;walk;(440.5, 174.62);(445.0, 170.25);(437.0, 166.5);(441.75, 170.88);(416.25, 160.38);(424.25, 200.62);(380.0, 188.25);(448.0, 229.38);(327.5, 223.38);(488.5, 243.25);(317.5, 276.5);(372.5, 274.25);(346.25, 269.25);(376.5, 345.5);(370.75, 339.25);(353.5, 406.25);(354.0, 406.5)
3.92;videos/cuts_test/50wtf12.mp4;walk;(441.75, 173.0);(446.0, 168.38);(437.5, 164.88);(443.25, 169.5);(416.5, 159.38);(425.5, 199.38);(381.0, 187.62);(448.5, 229.0);(329.0, 223.5);(488.25, 243.25);(319.5, 276.0);(374.0, 272.5);(348.0, 267.75);(377.75, 342.5);(374.25, 335.5);(356.0, 405.25);(357.5, 405.25)
3.96;videos/cuts_test/50wtf12.mp4;walk;(442.25, 171.12);(446.75, 166.5);(437.75, 163.0);(445.0, 168.5);(416.5, 158.5);(427.0, 198.25);(382.0, 187.62);(448.5, 228.25);(330.0, 224.5);(488.5, 243.0);(322.0, 277.75);(376.25, 271.25);(350.0, 267.0);(380.0, 340.25);(378.0, 334.25);(358.5, 406.0);(359.0, 406.0)
4.0;videos/cuts_test/50wtf12.mp4;walk;(442.75, 170.5);(447.25, 165.75);(438.0, 162.5);(445.75, 167.62);(417.0, 158.5);(428.25, 197.5);(383.0, 187.38);(449.25, 227.5);(331.75, 224.88);(489.0, 243.0);(327.0, 279.0);(378.5, 271.0);(352.5, 267.0);(381.0, 341.0);(380.0, 334.0);(359.5, 405.0);(362.0, 400.75)
4.05;videos/cuts_test/50wtf12.mp4;walk;(444.0, 169.88);(448.25, 165.25);(439.0, 162.0);(446.5, 167.5);(418.25, 158.5);(429.5, 197.5);(384.25, 187.25);(450.25, 227.0);(334.0, 225.0);(490.0, 242.75);(331.0, 279.5);(379.5, 273.0);(355.25, 268.5);(377.0, 345.5);(382.5, 333.5);(359.75, 414.5);(369.0, 398.5)
4.09;videos/cuts_test/50wtf12.mp4;walk;(445.5, 169.88);(450.0, 165.5);(440.5, 161.88);(448.25, 168.0);(419.75, 158.25);(430.75, 197.75);(386.25, 187.38);(451.75, 226.75);(336.0, 225.5);(491.0, 243.0);(335.25, 280.25);(379.75, 274.0);(357.0, 269.75);(374.75, 347.0);(383.0, 335.25);(360.75, 422.5);(380.25, 404.75)
4.13;videos/cuts_test/50wtf12.mp4;walk;(447.0, 171.0);(451.75, 166.5);(442.5, 162.75);(450.0, 168.38);(421.5, 158.38);(432.5, 198.25);(388.0, 188.25);(454.25, 226.5);(338.5, 227.38);(493.0, 242.75);(339.75, 281.25);(381.5, 275.5);(360.25, 271.0);(372.25, 349.5);(389.0, 336.5);(357.5, 424.5);(392.75, 405.0)
4.17;videos/cuts_test/50wtf12.mp4;walk;(450.0, 172.5);(454.5, 167.25);(445.5, 164.5);(450.75, 168.0);(424.75, 159.62);(434.0, 198.25);(389.0, 188.75);(457.0, 227.0);(341.5, 228.0);(495.5, 242.75);(344.5, 282.25);(383.75, 276.75);(362.75, 273.75);(374.0, 350.0);(391.0, 343.75);(360.75, 424.5);(402.75, 414.5)
4.21;videos/cuts_test/50wtf12.mp4;walk;(452.25, 173.0);(456.5, 168.0);(447.5, 165.25);(453.5, 169.25);(427.0, 161.25);(437.0, 198.62);(391.75, 189.5);(459.75, 226.88);(344.0, 228.38);(499.0, 242.62);(347.25, 281.5);(386.75, 279.0);(366.0, 275.75);(376.0, 352.75);(393.25, 346.25);(360.5, 424.75);(404.5, 418.75)
4.25;videos/cuts_test/50wtf12.mp4;walk;(454.75, 174.38);(459.0, 169.0);(450.0, 166.5);(455.5, 170.0);(429.0, 162.0);(438.75, 199.0);(394.5, 190.5);(462.5, 226.5);(346.5, 229.38);(502.0, 242.12);(350.0, 283.25);(389.0, 279.0);(368.75, 276.25);(380.0, 354.5);(393.5, 349.5);(360.0, 425.0);(404.5, 421.5)
4.3;videos/cuts_test/50wtf12.mp4;walk;(457.0, 175.12);(461.5, 170.0);(452.25, 167.0);(457.75, 170.5);(431.25, 161.88);(441.25, 199.25);(397.0, 191.12);(467.25, 225.75);(349.5, 230.25);(507.0, 241.5);(353.0, 284.5);(394.0, 282.0);(372.25, 279.25);(382.75, 357.25);(392.75, 353.5);(361.25, 426.0);(404.75, 424.5)
4.34;videos/cuts_test/50wtf12.mp4;walk;(459.0, 175.0);(464.0, 170.38);(454.75, 166.88);(461.75, 171.75);(434.0, 162.0);(445.75, 199.38);(402.25, 191.5);(470.5, 225.25);(352.75, 230.75);(510.5, 242.38);(355.25, 285.5);(399.0, 283.0);(373.5, 280.5);(393.0, 356.5);(395.75, 352.0);(362.0, 421.5);(405.25, 423.5)
4.38;videos/cuts_test/50wtf12.mp4;walk;(461.5, 175.38);(466.25, 170.75);(457.0, 167.25);(463.75, 171.88);(436.5, 162.25);(448.25, 200.0);(404.5, 191.25);(474.25, 225.88);(354.5, 231.0);(515.0, 242.75);(358.0, 284.75);(403.25, 283.75);(375.0, 281.25);(404.0, 355.5);(398.0, 353.0);(363.0, 416.0);(406.75, 426.5)
4.42;videos/cuts_test/50wtf12.mp4;walk;(463.25, 175.38);(468.0, 170.75);(459.0, 167.25);(465.75, 172.0);(438.25, 162.0);(449.75, 199.38);(406.0, 191.0);(477.5, 225.0);(356.5, 230.75);(516.5, 241.0);(359.75, 285.25);(405.5, 283.0);(376.75, 280.75);(411.5, 354.75);(400.0, 354.5);(363.0, 409.0);(405.25, 429.5)
4.46;videos/cuts_test/50wtf12.mp4;walk;(465.25, 174.88);(470.25, 170.12);(460.25, 166.75);(469.75, 171.62);(439.5, 161.5);(451.5, 199.75);(406.5, 190.25);(481.5, 224.75);(356.75, 229.75);(522.5, 241.0);(361.0, 284.0);(407.75, 282.5);(376.75, 280.25);(420.5, 350.5);(399.25, 356.0);(368.0, 400.0);(402.25, 430.0)
4.5;videos/cuts_test/50wtf12.mp4;walk;(467.5, 173.88);(472.25, 169.25);(462.25, 165.75);(472.0, 171.25);(441.5, 161.0);(453.5, 199.25);(408.5, 189.75);(484.5, 223.75);(358.5, 228.0);(526.0, 240.25);(362.25, 282.0);(410.0, 282.25);(378.0, 281.0);(427.5, 347.0);(399.25, 359.0);(370.25, 390.25);(402.25, 431.0)
4.55;videos/cuts_test/50wtf12.mp4;walk;(469.25, 173.25);(474.25, 168.5);(464.0, 165.0);(474.0, 170.5);(443.5, 160.5);(455.25, 198.5);(410.0, 189.25);(487.0, 222.5);(360.0, 226.75);(528.5, 238.25);(364.0, 281.0);(412.25, 281.75);(379.75, 281.0);(432.5, 343.25);(400.0, 360.0);(374.0, 382.5);(403.75, 430.5)
4.59;videos/cuts_test/50wtf12.mp4;walk;(471.5, 173.75);(476.5, 169.25);(466.75, 165.25);(475.75, 171.0);(445.75, 159.25);(457.5, 198.12);(411.25, 188.62);(489.5, 221.0);(361.0, 225.12);(532.5, 236.12);(364.25, 279.25);(414.0, 279.75);(381.5, 279.5);(436.25, 340.25);(401.0, 360.0);(377.5, 381.0);(406.0, 429.5)
4.63;videos/cuts_test/50wtf12.mp4;walk;(474.0, 173.12);(479.5, 168.75);(469.25, 164.62);(479.5, 171.0);(448.25, 159.0);(460.5, 198.0);(413.5, 188.0);(493.0, 219.38);(362.5, 223.62);(536.0, 234.25);(365.5, 278.0);(415.75, 279.5);(382.75, 279.5);(438.0, 338.75);(401.25, 362.0);(382.75, 379.5);(407.5, 430.5)
4.67;videos/cuts_test/50wtf12.mp4;walk;(476.75, 172.5);(482.0, 168.0);(472.0, 164.0);(481.5, 170.12);(451.25, 158.25);(464.0, 197.5);(416.5, 186.5);(498.5, 217.25);(364.0, 220.88);(540.5, 232.0);(364.75, 276.0);(417.0, 277.5);(384.5, 277.0);(440.0, 335.0);(399.75, 358.5);(402.75, 378.5);(403.25, 429.25)
4.71;videos/cuts_test/50wtf12.mp4;walk;(480.0, 172.38);(485.0, 167.5);(475.0, 163.75);(484.5, 168.5);(454.0, 157.0);(467.0, 195.5);(419.0, 185.0);(500.25, 214.25);(366.25, 218.38);(542.0, 228.25);(364.75, 274.0);(419.5, 275.25);(386.25, 274.75);(442.0, 334.0);(400.25, 354.5);(412.5, 388.0);(403.0, 426.0)
4.75;videos/cuts_test/50wtf12.mp4;walk;(482.5, 171.25);(487.5, 166.25);(477.5, 162.5);(487.25, 167.12);(456.5, 156.25);(470.25, 194.0);(421.5, 183.88);(501.0, 211.25);(368.25, 216.5);(542.5, 224.25);(365.0, 272.5);(421.75, 275.0);(388.25, 274.0);(444.75, 334.5);(400.5, 352.25);(424.5, 404.0);(404.25, 425.0)
4.8;videos/cuts_test/50wtf12.mp4;walk;(485.0, 169.75);(490.25, 164.75);(480.0, 160.88);(490.0, 166.12);(459.5, 155.0);(474.0, 192.75);(423.75, 182.0);(505.75, 210.0);(370.5, 215.0);(546.0, 223.25);(365.0, 270.5);(425.25, 273.5);(390.75, 271.5);(444.0, 340.5);(402.0, 350.25);(434.75, 415.5);(405.5, 424.5)
4.84;videos/cuts_test/50wtf12.mp4;walk;(488.0, 167.5);(492.75, 162.38);(483.0, 159.12);(489.5, 162.88);(462.5, 152.75);(476.25, 190.5);(427.0, 180.25);(510.25, 207.75);(374.5, 211.62);(551.5, 221.88);(366.0, 267.25);(430.0, 274.5);(397.0, 272.25);(443.0, 345.5);(405.0, 349.5);(435.5, 418.25);(407.0, 424.5)
4.88;videos/cuts_test/50wtf12.mp4;walk;(490.25, 164.38);(495.25, 159.25);(485.0, 156.0);(493.0, 160.62);(464.5, 150.5);(481.0, 189.62);(429.75, 178.75);(515.5, 207.5);(377.5, 209.38);(556.5, 220.38);(368.0, 264.0);(435.25, 277.5);(401.5, 274.25);(441.75, 350.25);(406.25, 350.5);(435.0, 421.0);(406.75, 423.5)
4.92;videos/cuts_test/50wtf12.mp4;walk;(492.0, 160.5);(497.5, 155.12);(486.5, 151.75);(496.75, 157.25);(466.25, 147.5);(484.25, 188.38);(433.25, 177.0);(520.0, 206.75);(379.5, 206.75);(560.5, 219.12);(370.5, 260.75);(438.0, 278.25);(405.0, 274.25);(441.0, 351.75);(408.0, 350.75);(434.5, 423.0);(407.75, 422.5)
4.96;videos/cuts_test/50wtf12.mp4;walk;(493.0, 156.75);(498.5, 152.0);(487.25, 148.38);(500.0, 155.5);(468.0, 146.12);(489.25, 188.38);(436.0, 176.38);(523.5, 207.0);(381.25, 205.75);(565.5, 219.62);(374.5, 259.0);(442.75, 278.5);(408.0, 273.5);(443.0, 352.0);(410.5, 348.75);(435.5, 423.0);(408.25, 418.0)
5.0;videos/cuts_test/50wtf12.mp4;walk;(495.0, 155.0);(500.75, 150.25);(489.0, 146.5);(502.5, 154.5);(469.5, 144.5);(491.5, 187.75);(437.5, 174.25);(530.5, 205.0);(386.25, 201.62);(570.0, 218.38);(378.0, 256.25);(446.25, 278.5);(411.25, 273.25);(443.75, 353.0);(415.5, 349.25);(438.25, 422.0);(412.5, 406.5)
5.05;videos/cuts_test/50wtf12.mp4;walk;(496.0, 154.0);(502.75, 149.5);(490.0, 145.38);(506.25, 154.25);(472.25, 143.5);(496.75, 188.5);(440.75, 175.0);(533.0, 206.75);(386.25, 201.5);(575.0, 219.25);(381.5, 254.5);(451.5, 279.0);(414.75, 272.5);(448.0, 352.75);(418.25, 344.75);(438.0, 423.0);(417.75, 399.0)
5.09;videos/cuts_test/50wtf12.mp4;walk;(498.75, 152.25);(505.0, 147.75);(493.0, 143.88);(508.0, 153.25);(474.5, 142.62);(499.0, 187.38);(441.75, 173.25);(538.0, 204.75);(390.5, 198.38);(578.5, 218.12);(383.25, 252.25);(453.5, 277.0);(417.25, 271.5);(449.75, 352.0);(422.5, 348.5);(437.75, 422.5);(425.0, 392.0)
5.13;videos/cuts_test/50wtf12.mp4;walk;(499.5, 149.88);(506.5, 145.75);(494.25, 141.62);(511.0, 152.75);(477.5, 141.5);(503.25, 187.12);(445.0, 172.75);(542.0, 205.25);(393.0, 197.12);(584.0, 219.12);(385.5, 250.12);(457.0, 276.25);(421.5, 270.25);(451.0, 350.75);(430.0, 344.25);(431.5, 413.0);(442.25, 407.75)
5.17;videos/cuts_test/50wtf12.mp4;walk;(501.5, 148.75);(509.0, 144.88);(496.75, 140.5);(513.5, 152.38);(481.5, 140.5);(507.0, 186.75);(448.5, 172.25);(546.0, 206.12);(396.25, 196.38);(587.5, 220.0);(388.5, 248.88);(461.0, 276.0);(426.0, 269.25);(454.75, 348.75);(435.25, 339.75);(439.75, 415.0);(442.25, 405.0)
5.21;videos/cuts_test/50wtf12.mp4;walk;(503.5, 146.0);(511.75, 142.75);(499.0, 137.75);(518.0, 152.0);(486.25, 139.88);(512.0, 188.0);(453.75, 171.62);(550.5, 208.25);(401.0, 196.75);(591.0, 221.38);(391.75, 248.5);(465.25, 274.5);(431.75, 268.75);(455.0, 348.0);(440.5, 344.5);(444.5, 409.0);(444.5, 410.5)
5.26;videos/cuts_test/50wtf12.mp4;walk;(506.5, 144.75);(515.0, 141.25);(502.5, 136.75);(523.0, 151.0);(491.25, 140.12);(517.0, 188.38);(458.5, 171.5);(555.5, 209.5);(407.0, 197.12);(598.0, 224.5);(395.5, 247.5);(470.0, 276.5);(435.5, 270.5);(457.5, 353.25);(445.5, 347.0);(437.75, 423.75);(461.0, 418.0)
5.3;videos/cuts_test/50wtf12.mp4;walk;(510.75, 143.75);(520.0, 140.5);(506.75, 135.75);(528.0, 150.75);(496.0, 139.5);(521.5, 189.25);(464.0, 172.0);(560.0, 211.12);(412.0, 196.5);(603.0, 227.62);(399.75, 247.5);(473.5, 278.5);(440.5, 272.75);(459.0, 355.5);(451.5, 352.5);(437.5, 426.5);(467.75, 421.25)
5.34;videos/cuts_test/50wtf12.mp4;walk;(514.5, 143.38);(523.5, 140.25);(510.75, 135.75);(533.0, 150.75);(501.25, 140.38);(528.0, 190.38);(469.75, 172.75);(565.0, 211.38);(418.75, 196.88);(608.0, 230.0);(406.0, 248.0);(480.5, 281.0);(447.25, 275.0);(461.25, 358.0);(455.5, 352.75);(437.5, 425.75);(467.75, 423.25)
5.38;videos/cuts_test/50wtf12.mp4;walk;(520.0, 143.0);(529.0, 139.88);(516.0, 135.75);(539.0, 151.0);(506.5, 141.38);(535.0, 192.0);(475.0, 174.25);(572.0, 213.0);(424.0, 199.5);(612.5, 231.88);(411.25, 249.12);(485.25, 281.0);(450.75, 274.5);(465.75, 358.75);(460.75, 352.5);(437.5, 426.0);(469.0, 424.5)
5.42;videos/cuts_test/50wtf12.mp4;walk;(525.0, 142.5);(534.5, 139.25);(521.5, 135.25);(545.5, 150.5);(512.0, 141.75);(542.5, 193.38);(480.0, 175.75);(580.0, 215.38);(428.25, 202.5);(620.0, 234.75);(417.0, 251.5);(491.25, 282.0);(456.25, 275.0);(467.0, 358.5);(462.0, 354.0);(436.5, 425.0);(469.75, 424.5)
5.46;videos/cuts_test/50wtf12.mp4;walk;(530.0, 142.75);(540.0, 139.38);(526.0, 135.25);(552.0, 151.62);(517.5, 142.12);(549.5, 194.0);(487.75, 177.75);(588.0, 216.88);(436.25, 205.25);(628.5, 238.0);(423.75, 254.12);(496.0, 286.0);(462.75, 278.25);(466.75, 360.25);(462.5, 355.75);(437.0, 425.5);(469.5, 426.5)
5.51;videos/cuts_test/50wtf12.mp4;fall;(536.5, 143.75);(547.0, 140.0);(533.0, 136.75);(560.0, 151.5);(525.5, 142.38);(559.5, 195.75);(496.25, 179.75);(597.5, 222.12);(443.25, 208.0);(636.5, 243.0);(430.0, 256.25);(503.5, 288.25);(468.75, 279.0);(469.5, 360.0);(465.25, 356.25);(443.0, 424.25);(470.5, 423.25)
5.55;videos/cuts_test/50wtf12.mp4;fall;(543.5, 146.12);(554.0, 142.5);(540.0, 139.0);(568.5, 154.12);(534.0, 144.75);(569.0, 197.38);(504.75, 182.62);(607.0, 226.38);(452.25, 211.88);(644.0, 248.75);(440.0, 259.0);(511.0, 288.75);(475.5, 279.75);(474.75, 360.5);(467.75, 356.0);(446.5, 423.75);(469.0, 424.5)
5.59;videos/cuts_test/50wtf12.mp4;fall;(550.0, 149.5);(561.0, 145.75);(547.5, 142.5);(578.5, 157.12);(543.5, 148.0);(578.5, 201.0);(514.5, 185.62);(616.5, 232.25);(462.75, 216.5);(656.0, 257.0);(448.5, 264.25);(517.0, 291.5);(481.25, 281.0);(479.25, 361.0);(466.5, 356.5);(463.0, 426.0);(452.75, 422.75)
5.63;videos/cuts_test/50wtf12.mp4;fall;(559.5, 153.5);(571.0, 149.75);(558.0, 145.75);(589.0, 162.0);(553.5, 152.25);(588.5, 207.62);(525.0, 189.25);(628.5, 240.0);(473.75, 221.5);(670.0, 269.25);(460.0, 270.5);(523.5, 297.5);(490.25, 286.5);(484.0, 365.0);(471.5, 358.25);(461.25, 424.25);(457.0, 425.75)
5.67;videos/cuts_test/50wtf12.mp4;fall;(570.0, 159.75);(581.0, 156.0);(568.5, 152.75);(600.0, 168.25);(566.0, 159.88);(602.0, 212.75);(536.5, 195.5);(640.0, 250.62);(486.0, 229.75);(680.5, 285.75);(471.0, 282.75);(532.0, 297.75);(497.5, 286.75);(489.25, 366.5);(480.75, 363.5);(450.5, 423.5);(469.25, 426.0)
5.71;videos/cuts_test/50wtf12.mp4;fall;(581.0, 167.75);(592.0, 163.75);(580.0, 160.5);(612.0, 175.62);(578.0, 166.5);(614.5, 221.12);(548.0, 204.25);(651.0, 262.25);(498.5, 244.25);(690.5, 305.25);(486.0, 299.0);(541.5, 301.5);(506.5, 290.0);(495.25, 366.5);(487.0, 363.25);(450.5, 419.5);(471.0, 424.5)
5.76;videos/cuts_test/50wtf12.mp4;fall;(592.5, 178.5);(603.5, 174.62);(593.0, 171.25);(625.0, 187.0);(593.0, 177.12);(629.5, 232.75);(562.5, 214.25);(663.0, 278.75);(515.5, 256.5);(697.5, 328.5);(507.5, 312.25);(549.0, 311.0);(518.0, 298.75);(498.5, 369.5);(493.5, 369.5);(453.25, 418.75);(468.25, 427.5)
5.8;videos/cuts_test/50wtf12.mp4;fall;(605.5, 193.5);(617.0, 189.5);(606.0, 185.38);(637.5, 202.25);(607.0, 189.75);(644.5, 247.25);(577.0, 224.88);(676.0, 298.0);(531.0, 273.75);(705.0, 353.75);(532.5, 330.25);(557.0, 328.0);(527.0, 312.0);(495.25, 382.5);(493.5, 380.0);(449.0, 417.0);(466.0, 425.75)
5.84;videos/cuts_test/50wtf12.mp4;fall;(619.5, 210.12);(630.5, 206.75);(621.0, 202.38);(652.0, 219.5);(624.0, 206.75);(661.0, 262.75);(593.0, 238.38);(686.0, 316.5);(553.0, 292.0);(708.5, 381.25);(564.5, 351.75);(575.0, 331.0);(543.0, 313.0);(508.75, 386.5);(497.75, 380.5);(459.75, 408.25);(466.5, 418.0)
5.88;videos/cuts_test/50wtf12.mp4;fall;(634.0, 236.62);(645.0, 231.12);(635.0, 227.5);(670.5, 242.25);(639.5, 231.0);(675.5, 285.5);(612.5, 258.5);(694.5, 344.25);(579.5, 315.0);(714.0, 414.5);(606.0, 375.25);(588.5, 352.75);(555.0, 331.5);(525.5, 400.25);(504.0, 386.5);(479.75, 397.75);(477.5, 398.5)
5.92;videos/cuts_test/50wtf12.mp4;fall;(654.0, 263.5);(665.5, 259.5);(655.5, 254.62);(688.5, 270.0);(658.5, 257.5);(693.5, 314.0);(633.0, 287.75);(704.0, 375.5);(608.0, 347.25);(706.5, 437.25);(641.0, 410.25);(602.0, 369.25);(569.5, 345.75);(551.0, 409.75);(507.5, 381.75);(521.5, 403.0);(462.0, 419.0)
5.96;videos/cuts_test/50wtf12.mp4;fall;(672.5, 295.75);(685.0, 292.0);(675.0, 286.0);(709.5, 305.5);(676.0, 289.0);(708.0, 339.75);(644.0, 317.75);(702.0, 398.5);(631.5, 380.0);(704.0, 449.0);(657.0, 436.5);(621.0, 387.5);(583.0, 364.75);(582.0, 430.0);(517.0, 385.75);(551.0, 410.25);(461.0, 411.75)
6.01;videos/cuts_test/50wtf12.mp4;fall;(703.5, 315.5);(714.5, 313.5);(704.0, 308.25);(732.0, 328.0);(697.0, 314.0);(722.0, 365.25);(662.5, 343.0);(712.0, 420.0);(632.5, 401.0);(713.0, 450.75);(659.5, 453.75);(630.0, 409.0);(597.5, 384.5);(586.5, 434.25);(527.0, 387.0);(561.5, 415.25);(462.0, 408.0)
6.05;videos/cuts_test/50wtf12.mp4;fall;(715.5, 349.75);(728.0, 349.75);(719.0, 341.75);(745.5, 365.75);(719.0, 344.5);(734.5, 393.5);(680.5, 361.75);(721.0, 425.75);(632.0, 404.75);(721.5, 437.5);(657.0, 453.5);(636.5, 421.25);(614.5, 395.25);(571.5, 422.0);(544.0, 391.0);(512.5, 410.75);(468.5, 404.25)
6.09;videos/cuts_test/50wtf12.mp4;fall;(730.0, 382.5);(741.5, 384.25);(734.0, 373.75);(752.5, 397.25);(740.0, 369.25);(746.5, 419.25);(696.5, 371.5);(730.0, 446.5);(636.0, 401.0);(710.5, 447.5);(656.5, 451.5);(641.0, 428.5);(623.5, 395.25);(577.0, 417.25);(555.0, 394.0);(526.5, 405.0);(480.5, 399.75)
6.13;videos/cuts_test/50wtf12.mp4;fallen;(737.0, 422.75);(748.0, 427.75);(742.5, 413.5);(757.5, 436.0);(754.0, 396.75);(751.5, 432.25);(720.5, 383.5);(743.0, 443.25);(650.5, 395.5);(717.0, 443.5);(656.5, 446.0);(647.0, 426.25);(640.5, 389.5);(580.0, 415.5);(569.0, 396.0);(517.0, 392.5);(492.25, 388.75)
6.17;videos/cuts_test/50wtf12.mp4;fallen;(750.5, 435.5);(762.0, 442.5);(757.0, 426.25);(770.0, 446.0);(770.0, 410.25);(762.0, 441.5);(736.0, 392.25);(754.0, 455.75);(666.0, 397.75);(727.0, 449.5);(664.5, 443.0);(659.0, 424.5);(654.0, 387.25);(596.5, 417.5);(578.0, 393.5);(555.5, 390.75);(515.0, 380.5)
6.21;videos/cuts_test/50wtf12.mp4;fallen;(765.0, 440.0);(774.0, 448.75);(774.0, 432.75);(776.0, 454.0);(787.5, 419.5);(762.0, 440.5);(754.5, 398.5);(718.0, 436.75);(681.0, 394.0);(714.0, 438.5);(667.0, 440.5);(661.5, 413.25);(663.0, 381.25);(600.5, 413.5);(592.0, 393.75);(548.0, 381.0);(523.5, 371.75)
6.26;videos/cuts_test/50wtf12.mp4;fallen;(776.5, 445.25);(785.5, 456.0);(785.0, 438.5);(786.5, 459.75);(801.0, 425.5);(770.0, 445.5);(765.0, 400.0);(718.0, 437.75);(689.0, 394.0);(716.5, 439.5);(670.5, 439.25);(670.5, 408.5);(673.5, 371.0);(608.0, 426.5);(606.5, 384.75);(561.0, 393.0);(539.0, 366.5)
