time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
2.92;videos/cuts_test/50wtf4.mp4;fallen;(514.0, 395.5);(510.0, 393.0);(508.5, 402.25);(515.0, 398.5);(510.75, 423.5);(544.5, 414.5);(550.5, 427.0);(579.0, 400.5);(596.5, 452.5);(581.0, 385.5);(644.0, 480.75);(654.0, 417.0);(665.0, 429.0);(595.0, 351.5);(610.5, 378.75);(625.0, 297.0);(701.0, 360.75)
2.96;videos/cuts_test/50wtf4.mp4;fallen;(514.5, 395.5);(510.75, 393.75);(509.0, 403.0);(517.0, 401.25);(510.75, 422.75);(545.5, 412.75);(549.0, 426.25);(582.0, 396.0);(595.5, 454.25);(585.0, 389.25);(641.5, 479.75);(656.0, 417.75);(666.0, 428.5);(594.0, 351.5);(610.0, 374.5);(620.0, 298.0);(698.5, 347.0)
3.0;videos/cuts_test/50wtf4.mp4;fallen;(514.5, 395.5);(510.75, 394.0);(508.75, 403.25);(517.0, 401.25);(510.0, 422.75);(545.5, 411.25);(548.5, 427.0);(584.5, 391.5);(596.5, 454.5);(592.0, 396.5);(641.0, 480.0);(656.0, 416.5);(665.5, 428.25);(591.0, 355.0);(607.5, 377.5);(619.5, 301.0);(701.5, 351.5)
3.04;videos/cuts_test/50wtf4.mp4;fallen;(515.0, 395.75);(511.0, 394.25);(509.0, 403.5);(516.5, 401.25);(510.0, 422.75);(545.5, 410.75);(548.5, 428.0);(584.0, 391.0);(596.0, 454.75);(593.0, 403.0);(641.0, 480.25);(654.0, 414.0);(664.5, 427.25);(592.0, 354.75);(618.0, 381.75);(619.0, 304.0);(711.5, 362.5)
3.09;videos/cuts_test/50wtf4.mp4;fallen;(514.5, 395.5);(510.5, 394.25);(509.0, 402.75);(515.5, 402.0);(510.0, 423.0);(544.5, 415.25);(548.0, 427.5);(583.5, 407.75);(596.5, 454.25);(598.5, 422.25);(643.5, 480.25);(653.0, 415.5);(663.5, 425.75);(593.0, 358.0);(616.0, 380.0);(618.5, 308.5);(700.0, 351.5)
3.13;videos/cuts_test/50wtf4.mp4;fallen;(515.0, 395.0);(510.5, 394.0);(509.5, 402.25);(514.5, 402.25);(510.25, 423.25);(543.0, 417.5);(547.5, 428.0);(578.0, 411.25);(595.0, 453.75);(586.0, 397.0);(644.5, 479.5);(651.5, 414.25);(662.0, 423.5);(596.0, 358.75);(621.5, 382.0);(618.5, 315.75);(700.0, 354.0)
3.17;videos/cuts_test/50wtf4.mp4;fallen;(514.5, 395.0);(510.0, 394.0);(509.0, 402.0);(514.0, 402.0);(510.0, 423.5);(542.5, 419.0);(547.0, 428.25);(577.5, 419.5);(593.5, 453.5);(589.5, 403.25);(645.0, 478.5);(650.0, 412.25);(662.0, 422.5);(599.0, 358.0);(635.0, 388.75);(617.5, 320.25);(710.0, 364.5)
3.21;videos/cuts_test/50wtf4.mp4;fallen;(514.5, 395.0);(510.0, 394.25);(509.0, 402.25);(513.5, 402.5);(510.25, 423.75);(543.0, 420.0);(547.0, 428.5);(579.0, 421.5);(593.5, 453.0);(592.0, 407.5);(644.5, 476.75);(650.0, 411.75);(662.0, 421.5);(599.0, 360.0);(637.0, 390.0);(617.0, 323.5);(708.0, 365.25)
3.25;videos/cuts_test/50wtf4.mp4;fallen;(514.0, 395.25);(509.5, 394.5);(508.5, 402.5);(513.0, 402.75);(509.75, 423.75);(542.0, 420.0);(547.0, 428.5);(579.0, 421.5);(594.0, 453.5);(592.0, 408.0);(644.0, 478.5);(649.0, 410.5);(662.5, 421.25);(599.0, 360.5);(647.0, 396.5);(614.5, 328.5);(720.0, 378.0)
3.29;videos/cuts_test/50wtf4.mp4;fallen;(514.0, 395.75);(509.0, 394.5);(508.25, 402.75);(513.0, 403.0);(510.25, 423.5);(541.5, 420.0);(547.0, 428.75);(578.0, 421.75);(595.5, 454.75);(589.0, 402.5);(645.0, 479.25);(649.5, 409.5);(663.5, 421.75);(602.5, 350.75);(651.5, 398.25);(607.5, 335.5);(728.5, 391.0)
3.34;videos/cuts_test/50wtf4.mp4;fallen;(513.5, 395.75);(509.0, 394.5);(508.0, 402.75);(513.0, 402.5);(510.0, 423.0);(542.0, 421.0);(547.0, 428.25);(581.5, 431.0);(595.0, 454.5);(603.5, 430.0);(645.0, 479.25);(649.0, 409.0);(663.5, 421.25);(603.0, 348.5);(655.5, 401.0);(603.5, 337.5);(730.5, 394.5)
3.38;videos/cuts_test/50wtf4.mp4;fallen;(513.5, 396.0);(508.75, 394.5);(508.0, 403.0);(513.0, 402.0);(510.0, 423.0);(542.0, 420.5);(547.5, 428.5);(582.0, 431.0);(595.5, 454.75);(604.0, 431.25);(644.5, 479.5);(649.0, 409.0);(663.5, 421.5);(602.5, 348.0);(649.0, 398.0);(602.0, 338.25);(727.5, 392.75)
3.42;videos/cuts_test/50wtf4.mp4;fallen;(513.5, 396.0);(509.0, 394.75);(508.25, 402.75);(512.5, 402.5);(510.25, 422.5);(542.0, 422.0);(547.0, 428.25);(585.0, 437.5);(596.0, 454.5);(615.0, 449.25);(645.5, 479.75);(648.5, 410.0);(662.5, 421.0);(601.5, 350.75);(643.0, 396.0);(603.0, 338.0);(719.5, 386.0)
3.46;videos/cuts_test/50wtf4.mp4;fallen;(513.5, 396.0);(508.75, 394.75);(508.0, 403.0);(512.5, 402.25);(510.25, 422.5);(542.0, 422.5);(547.0, 428.5);(586.0, 439.75);(596.5, 454.75);(619.0, 456.0);(646.5, 480.0);(648.0, 410.0);(662.5, 421.0);(601.0, 350.5);(646.0, 397.25);(600.5, 339.25);(722.0, 389.5)
3.5;videos/cuts_test/50wtf4.mp4;fallen;(513.0, 396.0);(508.5, 394.75);(507.5, 403.0);(512.5, 402.25);(510.25, 422.25);(542.5, 423.5);(547.0, 427.75);(588.0, 444.5);(596.0, 454.0);(628.5, 470.0);(646.5, 479.5);(648.0, 409.75);(663.0, 420.25);(602.0, 348.5);(648.0, 397.5);(597.5, 340.5);(723.0, 392.0)
3.55;videos/cuts_test/50wtf4.mp4;fallen;(512.5, 396.25);(508.0, 394.75);(507.0, 403.0);(512.5, 402.25);(510.0, 422.5);(543.0, 423.25);(547.0, 427.75);(588.0, 444.75);(595.0, 453.75);(629.5, 471.0);(646.0, 479.0);(648.5, 410.0);(662.0, 420.25);(602.0, 349.75);(642.5, 395.25);(600.0, 340.0);(716.5, 387.25)
3.59;videos/cuts_test/50wtf4.mp4;fallen;(512.5, 396.25);(507.75, 395.0);(507.0, 403.25);(512.0, 402.25);(510.0, 422.75);(542.5, 422.75);(547.0, 428.0);(587.5, 443.5);(595.0, 453.5);(627.0, 468.75);(645.0, 479.0);(647.5, 409.0);(662.0, 420.5);(603.0, 349.5);(648.5, 399.75);(598.0, 340.0);(722.5, 393.0)
3.63;videos/cuts_test/50wtf4.mp4;fallen;(512.5, 396.25);(508.0, 395.0);(506.75, 403.0);(512.5, 402.25);(510.0, 422.75);(542.5, 423.0);(547.0, 427.75);(587.0, 444.0);(594.5, 453.75);(627.0, 468.75);(646.0, 479.25);(648.0, 409.0);(662.5, 420.5);(603.5, 347.5);(649.0, 400.5);(593.0, 341.0);(722.5, 396.0)
3.67;videos/cuts_test/50wtf4.mp4;fallen;(512.0, 396.5);(507.5, 395.25);(506.75, 403.25);(512.0, 402.25);(510.0, 422.75);(542.5, 423.0);(547.0, 428.0);(588.0, 444.25);(595.0, 453.5);(628.0, 469.5);(646.0, 479.0);(648.0, 409.5);(662.0, 420.25);(603.0, 349.5);(640.0, 396.25);(595.5, 341.75);(714.5, 390.5)
3.71;videos/cuts_test/50wtf4.mp4;fallen;(512.5, 396.0);(508.0, 395.0);(507.0, 402.75);(512.0, 402.25);(510.0, 422.25);(543.0, 423.75);(547.0, 427.75);(589.0, 446.25);(595.5, 454.0);(631.5, 473.25);(648.0, 479.25);(648.0, 409.5);(661.5, 419.75);(603.0, 350.5);(639.0, 396.25);(593.5, 343.5);(708.0, 388.5)
3.75;videos/cuts_test/50wtf4.mp4;fallen;(513.0, 394.75);(510.5, 390.5);(505.5, 400.5);(516.0, 396.75);(512.0, 423.0);(554.5, 431.75);(548.0, 425.0);(601.5, 456.5);(584.0, 441.5);(641.5, 478.5);(637.0, 477.25);(656.0, 412.25);(651.0, 413.25);(601.0, 359.25);(592.5, 364.75);(629.0, 342.25);(617.0, 339.25)
3.8;videos/cuts_test/50wtf4.mp4;fallen;(512.0, 396.0);(507.75, 394.75);(506.5, 402.5);(512.0, 402.25);(509.5, 422.5);(543.0, 424.5);(547.0, 427.5);(590.0, 447.5);(595.0, 453.0);(633.0, 476.5);(647.0, 476.5);(648.5, 411.0);(662.0, 420.5);(602.0, 354.5);(640.0, 398.25);(596.0, 344.0);(711.0, 390.5)
3.84;videos/cuts_test/50wtf4.mp4;fallen;(511.5, 393.5);(510.5, 390.25);(506.5, 398.25);(516.0, 396.0);(510.5, 423.75);(555.5, 432.75);(548.5, 425.0);(598.5, 459.75);(581.5, 443.0);(639.5, 480.25);(639.0, 477.5);(645.5, 411.0);(645.5, 412.5);(596.5, 364.0);(602.5, 372.5);(624.0, 359.5);(638.5, 357.5)
3.88;videos/cuts_test/50wtf4.mp4;fallen;(511.5, 394.0);(511.0, 390.5);(506.5, 399.0);(517.5, 395.5);(510.0, 424.0);(555.0, 433.25);(548.5, 424.0);(600.0, 461.0);(581.0, 442.0);(640.0, 481.25);(638.0, 477.0);(644.5, 413.25);(645.5, 414.0);(598.0, 372.0);(605.5, 379.75);(634.0, 361.5);(643.0, 358.25)
3.92;videos/cuts_test/50wtf4.mp4;fallen;(511.0, 394.25);(510.5, 391.0);(505.5, 399.5);(517.0, 395.25);(509.75, 424.25);(554.0, 432.5);(548.5, 423.75);(599.0, 460.25);(582.0, 441.75);(640.0, 480.75);(639.0, 478.0);(643.5, 413.75);(646.5, 415.25);(595.5, 375.5);(609.5, 385.25);(630.5, 359.5);(655.5, 360.5)
3.96;videos/cuts_test/50wtf4.mp4;fallen;(510.75, 394.5);(510.5, 391.0);(505.75, 399.25);(517.0, 395.25);(510.0, 423.75);(555.0, 432.5);(548.0, 423.5);(601.0, 460.5);(581.5, 440.0);(643.0, 482.25);(637.0, 476.5);(644.0, 414.25);(643.5, 415.0);(599.5, 377.0);(601.5, 383.0);(640.5, 362.0);(636.5, 355.5)
4.0;videos/cuts_test/50wtf4.mp4;fallen;(510.75, 394.5);(510.5, 391.25);(505.75, 399.25);(516.5, 395.25);(509.75, 424.0);(554.5, 432.0);(548.0, 424.0);(600.5, 459.75);(581.5, 440.5);(643.5, 481.75);(637.5, 476.0);(643.5, 413.75);(643.5, 415.5);(597.0, 375.25);(603.0, 383.25);(634.0, 361.5);(642.0, 357.25)
4.05;videos/cuts_test/50wtf4.mp4;fallen;(511.25, 394.5);(511.0, 391.5);(506.5, 399.25);(517.5, 395.25);(510.0, 423.5);(555.0, 432.5);(548.0, 424.5);(601.5, 460.5);(581.0, 440.5);(644.0, 482.0);(635.5, 472.75);(642.5, 413.5);(644.5, 415.0);(594.5, 371.75);(612.0, 382.75);(620.0, 363.0);(651.0, 361.5)
4.09;videos/cuts_test/50wtf4.mp4;fallen;(507.0, 395.0);(507.75, 391.25);(500.0, 399.75);(513.5, 398.25);(509.75, 422.25);(552.5, 430.75);(548.5, 422.75);(600.5, 460.75);(585.0, 441.5);(644.5, 482.5);(638.5, 473.5);(639.5, 413.25);(644.5, 415.75);(594.0, 373.0);(632.5, 395.0);(623.0, 365.0);(681.0, 371.0)
4.13;videos/cuts_test/50wtf4.mp4;fallen;(507.0, 395.0);(507.75, 391.5);(500.5, 399.75);(513.5, 398.5);(510.5, 422.0);(552.5, 431.0);(549.0, 422.5);(600.5, 460.5);(585.0, 441.25);(644.0, 482.5);(638.0, 473.0);(639.0, 412.25);(644.5, 414.75);(593.0, 370.75);(638.0, 394.5);(620.0, 366.5);(686.5, 374.0)
4.17;videos/cuts_test/50wtf4.mp4;fallen;(506.5, 395.0);(507.0, 391.5);(499.75, 400.0);(513.0, 398.5);(510.25, 422.5);(552.0, 430.75);(549.0, 422.5);(600.0, 460.25);(585.0, 441.5);(643.5, 482.25);(638.5, 473.0);(639.0, 412.25);(646.5, 415.25);(590.5, 369.0);(647.0, 396.25);(615.5, 366.0);(701.0, 378.75)
4.21;videos/cuts_test/50wtf4.mp4;fallen;(506.5, 395.0);(506.75, 391.25);(499.5, 400.0);(512.5, 398.25);(510.25, 422.5);(553.0, 430.5);(548.5, 422.75);(600.0, 460.0);(585.0, 441.75);(643.0, 482.0);(639.0, 473.5);(639.5, 411.5);(644.5, 414.75);(593.0, 369.5);(640.0, 395.75);(621.0, 366.5);(689.5, 375.0)
4.25;videos/cuts_test/50wtf4.mp4;fallen;(506.5, 395.0);(506.75, 391.25);(499.5, 399.75);(512.5, 398.25);(510.0, 422.25);(552.5, 430.5);(548.5, 422.5);(600.0, 459.75);(585.5, 441.75);(643.0, 482.0);(639.5, 473.5);(639.0, 411.75);(645.0, 415.0);(592.5, 370.25);(646.0, 398.0);(618.5, 366.0);(698.0, 377.25)
4.3;videos/cuts_test/50wtf4.mp4;fallen;(506.25, 395.0);(506.75, 391.25);(499.5, 400.0);(513.0, 398.25);(510.0, 422.25);(552.5, 430.5);(548.5, 422.75);(600.5, 460.0);(585.5, 441.75);(643.0, 482.0);(639.5, 473.5);(639.0, 411.75);(645.0, 414.75);(592.0, 370.25);(644.0, 397.0);(618.0, 366.0);(695.0, 377.0)
4.34;videos/cuts_test/50wtf4.mp4;fallen;(506.25, 395.0);(506.75, 391.25);(499.25, 400.0);(513.0, 398.25);(510.0, 422.25);(552.5, 430.75);(549.0, 422.75);(600.0, 459.75);(585.5, 442.0);(643.0, 482.0);(639.5, 473.5);(639.0, 412.0);(645.0, 415.25);(591.0, 369.0);(642.0, 396.0);(616.0, 366.0);(693.5, 376.5)
4.38;videos/cuts_test/50wtf4.mp4;fallen;(506.25, 395.0);(506.75, 391.25);(499.5, 400.0);(513.0, 398.0);(510.25, 422.25);(552.0, 430.5);(549.0, 423.0);(600.0, 459.5);(585.5, 442.75);(642.0, 481.5);(640.5, 474.25);(639.0, 412.0);(646.0, 415.5);(590.0, 368.0);(646.0, 396.5);(614.0, 365.5);(701.0, 378.5)
0.0;videos/cuts_test/50wtf5.mp4;walk;(295.0, 125.25);(294.0, 117.5);(288.0, 118.5);(276.5, 120.75);(264.0, 123.0);(275.5, 168.5);(234.62, 167.0);(270.75, 229.0);(216.62, 235.88);(290.0, 278.0);(233.12, 294.75);(251.5, 279.75);(226.75, 279.75);(252.38, 368.25);(258.5, 369.75);(184.88, 396.0);(248.75, 455.0)
0.04;videos/cuts_test/50wtf5.mp4;walk;(308.75, 121.5);(307.5, 113.25);(301.25, 114.75);(289.0, 115.75);(277.25, 119.5);(283.5, 164.5);(249.88, 161.25);(277.0, 228.5);(233.5, 231.88);(290.25, 276.5);(258.75, 289.75);(263.25, 275.0);(236.38, 275.0);(297.5, 348.25);(259.0, 364.25);(229.75, 402.0);(250.88, 459.75)
0.08;videos/cuts_test/50wtf5.mp4;walk;(322.0, 118.5);(320.5, 110.38);(314.75, 111.38);(300.5, 113.0);(291.0, 115.62);(292.0, 159.75);(264.25, 156.25);(282.25, 226.25);(251.75, 227.0);(293.5, 275.0);(282.75, 283.25);(273.5, 272.25);(247.25, 273.25);(323.75, 341.75);(259.5, 368.5);(256.5, 376.5);(247.12, 459.5)
0.13;videos/cuts_test/50wtf5.mp4;walk;(335.5, 115.38);(334.75, 107.25);(328.75, 107.62);(314.5, 110.38);(304.0, 112.0);(303.0, 153.75);(279.75, 152.25);(295.0, 220.0);(268.75, 222.25);(308.75, 274.0);(303.5, 274.75);(286.5, 268.0);(262.25, 269.75);(342.0, 329.0);(262.0, 362.75);(290.25, 398.0);(249.5, 449.75)
0.17;videos/cuts_test/50wtf5.mp4;walk;(349.0, 113.38);(348.0, 105.25);(342.5, 106.0);(327.0, 107.12);(318.5, 109.5);(315.25, 151.75);(293.0, 150.25);(307.25, 217.5);(286.75, 220.0);(326.25, 266.25);(324.25, 267.5);(304.0, 263.5);(276.5, 265.0);(358.75, 322.0);(267.0, 354.0);(334.75, 404.0);(249.25, 443.0)
0.21;videos/cuts_test/50wtf5.mp4;walk;(362.0, 112.38);(362.5, 105.25);(355.75, 105.0);(348.0, 107.5);(331.75, 107.62);(329.0, 149.38);(307.5, 147.25);(319.75, 218.38);(303.75, 219.75);(345.5, 266.75);(347.25, 264.75);(318.25, 262.5);(290.5, 267.0);(373.75, 320.0);(274.25, 352.25);(377.0, 412.5);(248.5, 441.0)
0.25;videos/cuts_test/50wtf5.mp4;walk;(376.25, 114.0);(376.5, 105.88);(370.25, 105.88);(355.0, 108.0);(346.75, 108.25);(343.0, 150.75);(322.5, 148.0);(331.0, 217.0);(320.75, 216.75);(361.25, 261.25);(365.5, 260.5);(336.0, 264.75);(305.0, 266.0);(383.75, 328.5);(286.5, 349.0);(398.5, 421.0);(250.5, 437.5)
0.29;videos/cuts_test/50wtf5.mp4;walk;(389.5, 114.62);(389.5, 108.0);(383.0, 107.25);(374.5, 111.12);(359.75, 109.38);(356.0, 153.0);(336.0, 148.38);(347.75, 219.62);(335.75, 218.12);(380.75, 263.25);(382.0, 260.25);(347.75, 267.25);(318.25, 268.25);(395.0, 337.0);(297.5, 352.75);(404.25, 431.0);(255.88, 441.5)
0.33;videos/cuts_test/50wtf5.mp4;walk;(402.25, 116.75);(402.25, 110.25);(396.0, 109.38);(389.0, 113.38);(373.0, 110.75);(369.5, 155.0);(348.75, 150.5);(362.5, 222.25);(349.75, 219.38);(393.25, 264.75);(396.0, 261.5);(363.5, 272.0);(334.5, 273.0);(404.75, 344.0);(313.5, 358.5);(406.75, 435.75);(263.5, 436.25)
0.38;videos/cuts_test/50wtf5.mp4;walk;(415.25, 118.5);(415.5, 111.75);(409.5, 110.75);(401.25, 114.25);(386.25, 110.75);(379.75, 153.88);(362.5, 150.75);(373.5, 222.25);(364.25, 219.38);(402.0, 267.0);(409.5, 263.5);(379.0, 273.0);(352.0, 275.0);(415.0, 348.75);(337.0, 364.5);(408.0, 439.0);(277.5, 424.5)
0.42;videos/cuts_test/50wtf5.mp4;walk;(426.25, 119.0);(426.75, 112.0);(421.0, 111.0);(412.25, 114.25);(398.5, 111.25);(391.5, 152.62);(374.5, 149.25);(384.25, 222.12);(373.75, 218.62);(406.5, 269.75);(414.0, 263.75);(393.75, 272.0);(369.25, 273.5);(425.0, 352.25);(368.5, 366.5);(409.0, 441.25);(293.0, 417.5)
0.46;videos/cuts_test/50wtf5.mp4;walk;(438.0, 119.25);(438.75, 111.5);(433.5, 110.88);(416.5, 113.0);(411.0, 111.62);(406.5, 154.5);(385.75, 150.25);(402.25, 222.75);(384.25, 218.25);(425.5, 270.75);(421.0, 266.75);(410.75, 274.25);(388.0, 277.0);(432.75, 356.5);(406.25, 368.5);(413.0, 443.5);(328.5, 400.5)
0.5;videos/cuts_test/50wtf5.mp4;walk;(448.5, 119.38);(448.75, 111.38);(444.0, 110.38);(426.25, 112.75);(421.0, 110.88);(413.75, 153.75);(397.0, 149.75);(409.5, 222.12);(393.75, 218.12);(431.0, 273.0);(425.5, 272.75);(419.0, 274.0);(402.0, 275.75);(438.5, 362.5);(435.5, 362.0);(414.5, 443.5);(356.75, 398.0)
0.54;videos/cuts_test/50wtf5.mp4;walk;(459.5, 119.75);(460.0, 111.62);(455.5, 110.75);(439.0, 112.0);(432.25, 110.5);(424.75, 155.5);(408.25, 149.0);(420.25, 224.25);(402.5, 216.12);(436.5, 278.25);(423.75, 276.75);(436.0, 273.5);(422.0, 274.0);(440.25, 367.25);(467.75, 354.75);(418.75, 447.0);(394.5, 400.25)
0.58;videos/cuts_test/50wtf5.mp4;walk;(470.5, 120.38);(470.5, 112.25);(466.5, 111.5);(447.0, 113.5);(443.5, 110.38);(438.0, 155.75);(418.75, 149.5);(432.5, 222.62);(409.25, 216.0);(446.0, 276.0);(421.5, 277.75);(449.75, 273.75);(437.75, 274.25);(448.5, 371.0);(493.0, 353.5);(428.75, 450.5);(413.0, 404.0)
0.63;videos/cuts_test/50wtf5.mp4;walk;(481.25, 121.25);(482.5, 114.5);(477.0, 112.75);(466.5, 115.75);(454.25, 111.0);(453.75, 157.75);(430.75, 149.62);(454.5, 225.75);(414.5, 209.75);(476.75, 273.75);(416.0, 268.5);(454.0, 272.5);(446.25, 269.5);(459.75, 368.5);(508.5, 347.0);(422.0, 444.5);(422.0, 386.5)
0.67;videos/cuts_test/50wtf5.mp4;walk;(495.5, 120.5);(496.25, 113.75);(490.75, 112.38);(479.0, 116.25);(467.5, 111.88);(470.25, 159.25);(451.75, 148.38);(475.75, 227.75);(421.5, 195.0);(507.75, 269.25);(409.5, 238.0);(458.25, 276.0);(457.0, 271.75);(461.25, 370.75);(516.0, 348.0);(423.75, 446.5);(425.25, 380.25)
0.71;videos/cuts_test/50wtf5.mp4;fall;(515.0, 117.88);(514.5, 110.38);(509.5, 110.5);(489.0, 113.75);(487.0, 115.0);(489.25, 159.75);(477.0, 149.12);(493.25, 223.88);(440.75, 172.0);(532.0, 253.12);(412.5, 193.62);(459.0, 275.25);(461.25, 274.0);(459.5, 366.75);(514.0, 352.75);(430.5, 450.0);(417.25, 379.75)
0.75;videos/cuts_test/50wtf5.mp4;fall;(538.0, 117.62);(537.5, 111.0);(531.0, 111.38);(514.5, 117.25);(509.0, 118.88);(514.5, 163.12);(498.0, 149.25);(521.5, 218.75);(456.5, 158.12);(559.0, 247.38);(426.0, 157.0);(461.25, 272.75);(465.5, 270.0);(462.0, 363.75);(510.0, 353.25);(433.0, 442.5);(416.25, 375.5)
0.79;videos/cuts_test/50wtf5.mp4;fall;(563.0, 121.5);(561.0, 115.38);(555.5, 116.0);(532.0, 123.0);(534.5, 125.25);(535.0, 164.12);(522.0, 152.75);(544.0, 212.25);(480.5, 145.12);(578.0, 242.0);(448.25, 119.62);(462.5, 269.5);(472.25, 267.75);(457.5, 361.5);(511.5, 351.0);(427.5, 436.0);(419.5, 371.5)
0.83;videos/cuts_test/50wtf5.mp4;fall;(590.0, 131.38);(588.5, 125.88);(583.0, 125.0);(566.0, 132.5);(563.0, 133.88);(560.5, 172.62);(546.0, 159.5);(574.0, 207.25);(504.5, 131.25);(599.0, 238.5);(481.25, 92.81);(466.25, 264.5);(483.25, 263.0);(456.0, 360.0);(520.0, 349.5);(412.5, 428.75);(443.75, 369.5)
0.88;videos/cuts_test/50wtf5.mp4;fall;(618.0, 148.12);(617.0, 142.0);(611.0, 141.5);(598.5, 147.0);(590.0, 146.5);(588.5, 186.5);(563.0, 169.0);(608.0, 208.12);(530.5, 124.81);(621.0, 238.0);(530.5, 67.06);(478.5, 265.5);(494.0, 261.5);(461.0, 357.5);(527.0, 347.0);(393.75, 409.0);(455.75, 391.5)
0.92;videos/cuts_test/50wtf5.mp4;fall;(642.5, 179.25);(643.5, 171.62);(638.5, 169.75);(621.0, 169.62);(618.0, 164.88);(607.0, 201.0);(582.5, 182.5);(635.0, 213.38);(567.0, 128.25);(643.0, 240.5);(586.5, 80.31);(490.0, 274.5);(509.0, 270.75);(459.75, 362.75);(544.0, 354.75);(368.25, 387.0);(480.0, 415.5)
0.96;videos/cuts_test/50wtf5.mp4;fall;(663.0, 213.62);(667.0, 205.0);(663.0, 202.75);(640.5, 188.12);(645.0, 189.88);(615.5, 207.75);(607.0, 194.5);(648.0, 221.38);(596.0, 151.0);(662.0, 257.5);(615.0, 176.75);(497.25, 282.25);(519.5, 282.25);(452.0, 364.75);(561.0, 362.5);(350.75, 364.75);(498.0, 423.5)
1.0;videos/cuts_test/50wtf5.mp4;fall;(678.0, 235.5);(680.5, 228.25);(677.5, 225.75);(656.0, 213.88);(660.5, 215.25);(638.0, 234.38);(621.0, 219.88);(671.0, 249.5);(626.0, 171.75);(686.0, 287.75);(679.5, 176.75);(508.5, 290.75);(533.0, 298.75);(447.0, 359.25);(573.0, 379.75);(349.0, 338.5);(503.25, 417.75)
1.04;videos/cuts_test/50wtf5.mp4;fall;(693.0, 256.75);(698.0, 251.5);(693.0, 243.38);(684.0, 245.0);(678.0, 225.75);(651.0, 255.25);(646.0, 246.88);(683.0, 287.0);(669.0, 268.75);(704.0, 328.25);(701.0, 307.5);(515.0, 301.5);(541.0, 307.5);(451.5, 360.5);(583.5, 397.5);(364.5, 319.0);(503.0, 419.25)
1.08;videos/cuts_test/50wtf5.mp4;fall;(712.0, 285.0);(714.5, 277.5);(708.5, 273.5);(698.5, 270.5);(687.0, 264.25);(663.5, 286.5);(662.0, 275.25);(694.5, 328.75);(687.0, 305.5);(716.0, 374.5);(720.5, 358.5);(529.5, 315.0);(553.0, 324.25);(460.25, 362.0);(597.5, 419.5);(390.75, 301.0);(507.25, 422.0)
1.13;videos/cuts_test/50wtf5.mp4;fall;(730.5, 310.25);(734.0, 303.0);(727.0, 299.25);(721.0, 294.25);(705.5, 287.75);(680.0, 303.75);(681.5, 309.25);(700.5, 367.5);(698.5, 377.25);(726.0, 408.0);(713.0, 419.0);(546.5, 323.0);(565.5, 342.5);(471.25, 360.0);(596.0, 438.5);(423.0, 297.5);(512.5, 417.25)
1.17;videos/cuts_test/50wtf5.mp4;fall;(743.0, 344.0);(746.5, 340.0);(742.0, 336.5);(732.0, 326.5);(728.5, 320.0);(694.0, 327.0);(697.5, 337.5);(688.0, 399.5);(693.5, 415.0);(730.0, 439.5);(738.0, 454.0);(572.5, 340.0);(586.5, 367.0);(493.0, 360.5);(603.0, 450.25);(448.25, 288.5);(535.5, 412.5)
1.21;videos/cuts_test/50wtf5.mp4;fallen;(768.0, 386.5);(772.0, 379.5);(767.0, 375.0);(756.0, 364.75);(747.0, 357.25);(715.0, 361.75);(708.0, 372.25);(701.0, 422.0);(686.0, 445.25);(749.0, 443.5);(733.0, 464.5);(585.5, 351.0);(592.0, 367.0);(517.0, 390.25);(586.5, 446.5);(486.0, 294.5);(524.5, 371.75)
1.25;videos/cuts_test/50wtf5.mp4;fallen;(782.0, 418.5);(786.0, 412.5);(782.0, 407.5);(770.0, 398.75);(761.0, 386.0);(725.5, 392.0);(720.5, 384.0);(681.0, 441.0);(686.0, 449.5);(746.0, 450.5);(738.5, 464.75);(613.0, 382.5);(596.0, 367.75);(576.0, 431.0);(510.0, 386.5);(526.0, 334.5);(519.5, 293.0)
1.29;videos/cuts_test/50wtf5.mp4;fallen;(790.5, 438.0);(799.0, 437.75);(795.5, 425.5);(791.0, 427.0);(777.5, 402.75);(745.0, 407.0);(735.0, 406.5);(710.5, 435.75);(689.5, 447.0);(755.0, 450.75);(744.0, 464.75);(618.0, 362.75);(617.0, 373.5);(535.0, 366.75);(588.5, 443.0);(540.0, 299.5);(539.5, 406.0)
1.33;videos/cuts_test/50wtf5.mp4;fallen;(806.5, 441.25);(815.0, 446.75);(813.0, 429.5);(806.5, 450.5);(792.0, 409.75);(763.5, 437.0);(744.0, 413.5);(717.5, 440.5);(690.0, 438.0);(739.0, 458.75);(737.0, 466.75);(634.0, 377.5);(626.5, 372.0);(556.5, 374.25);(574.5, 431.0);(558.0, 304.75);(533.0, 385.5)
1.38;videos/cuts_test/50wtf5.mp4;fallen;(819.5, 447.5);(828.0, 453.5);(826.0, 435.0);(820.5, 457.0);(806.0, 411.75);(779.0, 450.5);(758.5, 413.5);(733.5, 445.5);(696.5, 425.75);(738.0, 460.75);(735.5, 465.5);(648.0, 392.0);(639.5, 371.25);(574.5, 400.75);(558.5, 411.5);(567.0, 330.5);(524.0, 364.5)
